_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry
1432,97,528,IRENE AVENUE PARKETTE,Park,Playground,760 SHAW ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/97/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4239545902415, 43.6628779256559]]}"
1433,1017,748,NATAL PARK,Park,Playground,110 NATAL AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1017/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2558507457632, 43.7133715220626]]}"
1434,2150,113,REKAI FAMILY PARKETTE,Park,None,625 BLOOR ST E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2150/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3698722667743, 43.6719765076263]]}"
1435,2288,367,FERGY BROWN PARK,Park,"Cricket Pitch Field, Washroom",3700 EGLINTON AVE W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2288/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4973018106942, 43.6867736154231]]}"
1436,2563,874,RIDGE PARK,Park,"Playground, Sports Field",85 RIDGE RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2563/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.492419296362, 43.7215156130855]]}"
1437,741,918,SANDOWN PARK,Park,"Playground, Sports Field",50 NATAL AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/741/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.253350742804, 43.7100020867203]]}"
1438,2152,1199,BLYTHDALE GREENBELT,Park,None,5 BLYTH DALE RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2152/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3843866743665, 43.7195664217877]]}"
1439,2740,622,LESCON PARK,Park,Playground,39 GLENTWORTH RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2740/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3594346416342, 43.7799137415747]]}"
1440,279,1105,WEST LODGE PARK,Park,"Basketball Court, Playground, Skateboarding",165 LANSDOWNE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/279/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4379893570739, 43.6461035010024]]}"
1441,2628,19,ALEX MARCHETTI PARK,Park,Playground,1 SUN ROW DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2628/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5410305475924, 43.695358858445]]}"
1442,2571,1842,LAWREN HARRIS PARK,Park,None,145 ROSEDALE VALLEY RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2571/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3850841725678, 43.6733194814186]]}"
1443,2148,111,BLACKFRIAR PARK,Park,"Outdoor Fitness Equipment, Playground",22 BLACKFRIAR AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2148/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5623742431236, 43.694969071014]]}"
1444,844,485,HIGHFIELD PARK,Park,Playground,68 STEVENSON RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/844/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5892004391701, 43.7443639148968]]}"
1445,2735,541,MARIE BALDWIN PARK,Park,None,746 JANE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2735/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4973763315236, 43.6697564919132]]}"
1446,2706,536,J.T. WATSON PARKETTE,Park,Playground,605 RIDELLE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2706/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4507125098432, 43.7015009628446]]}"
1447,268,552,JOEL WEEKS PARK,Park,"Basketball Court, Playground",10 THOMPSON ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/268/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3527837670335, 43.6595379309538]]}"
1448,2191,1221,CARSTOWE ROAD LANDS,Park,None,151 CARSTOWE RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2191/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3785230707903, 43.6861548629257]]}"
1449,2359,887,ROSA AND SPENCER CLARK PARKETTE,Park,None,61 GUILDWOOD PKWY,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2359/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.202572618636, 43.7458802925035]]}"
1450,1450,1249,CRAWFORD - JONES MEMORIAL PARK,Park,None,80 DEE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1450/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5384320623904, 43.7097104733642]]}"
1451,500,43,APTED PARK,Park,"Ball Diamond, Playground, Sports Field",50 APTED AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/500/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5773737310684, 43.7554261997557]]}"
1452,3398,171,CEDARVALE RAVINE,Park,Outdoor Fitness Equipment,1611 BATHURST ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3398/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4178045106942, 43.6887484692844]]}"
1453,619,658,LYNNGATE PARK,Park,"Ball Diamond, Playground",133 CASS AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/619/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2996313156108, 43.7769666607788]]}"
1454,602,288,DORSET PARK,Park,"Ball Diamond, Playground",5 GLAIVE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/602/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2843325855626, 43.7615052026021]]}"
1455,937,788,ORIOLE PARK - NORTH YORK,Park,"Ball Diamond, Playground, Tennis Court",2955 DON MILLS RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/937/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3510068720322, 43.7814908874303]]}"
1456,2247,254,DANE PARKETTE,Park,Playground,21 DANE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2247/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4531224896892, 43.7158410071375]]}"
1457,16,159,CASSANDRA PARK,Park,"Playground, Tennis Court, Washroom",230 CASSANDRA BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/16/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3183752118466, 43.7547695058906]]}"
1458,520,1189,BENJAMIN BOAKE GREENBELT,Park,None,133 BENJAMIN BOAKE TRL,None,https://www.toronto.ca/data/parks/prd/facilities/complex/520/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4963731468492, 43.743942986351]]}"
1459,2293,334,ELKHORN PARKETTE,Park,Playground,2 ELKHORN DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2293/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3793756904239, 43.7713322435457]]}"
1460,2485,473,HEATHER HEIGHTS WOODS,Park,Playground,136 MILFORD HAVEN DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2485/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2174381035288, 43.7780447591957]]}"
1461,678,618,LEDBURY PARK,Park,Washroom,160 LEDBURY ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/678/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4251589559548, 43.7273960080346]]}"
1462,3816,73342,DON-LESLIE PARK,Park,Playground,14 INN ON THE PARK DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3816/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3488102724242, 43.7193645619484]]}"
1463,2214,724,MITCHELL FIELD PARK,Park,Outdoor Ping Pong/Table Tennis,89 CHURCH AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2214/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4084124192717, 43.7745649924134]]}"
1464,2348,1190,BENNETT PARK,Park,None,10 GOTHIC AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2348/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4675075038464, 43.6537567151802]]}"
1465,3602,58282,REAN DRIVE PARKETTE,Park,None,28 REAN DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3602/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3837418357773, 43.7674849774213]]}"
1466,2193,1225,CASSANDRA GREENBELT,Park,None,54 A CASSANDRA BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2193/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.331066548032, 43.7468934572462]]}"
1467,1430,1032,TORONTO INUKSHUK PARK,Park,None,789 LAKE SHORE BLVD W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1430/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4094759535808, 43.6323354035042]]}"
1468,2095,1172,ASTERFIELD - PLUMROSE BLVD PARKETTE,Park,None,75 ASTERFIELD DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2095/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.1747910364994, 43.7747084593978]]}"
1469,245,789,ORIOLE PARK - TORONTO,Park,"Ball Diamond, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground, Tennis Court, Washroom",201 ORIOLE PKWY,None,https://www.toronto.ca/data/parks/prd/facilities/complex/245/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4002379577896, 43.6972457328974]]}"
1470,53,690,MAUGHAN CRESCENT PARKETTE,Park,None,37 MAUGHAN CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/53/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3158448822801, 43.6694236769778]]}"
1471,594,333,ELIZABETH SIMCOE PARK,Park,"Playground, Sports Field, Tennis Court",180 SYLVAN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/594/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2047485283955, 43.739442831856]]}"
1472,3739,71002,BALLYCONNOR PARK,Park,Playground,21 BALLYCONNOR CRT,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3739/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.386286144525, 43.7999421455498]]}"
1473,2609,1514,SPINNEY GREENBELT,Park,None,10 SPINNEY CRT,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2609/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3387651569845, 43.7572675307723]]}"
1474,549,1056,TREVERTON PARK,Park,"Ball Diamond, Playground",20 A OAKWORTH CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/549/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2682131870745, 43.7362010192998]]}"
1475,738,872,RICHMOND PARK,Park,"Ball Diamond, Outdoor Fitness Equipment, Playground, Sports Field",75 RICHMOND PARK BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/738/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2634359196725, 43.8124782213045]]}"
1476,835,1055,TRETHEWEY PARK EAST,Park,Playground,121 TRETHEWEY DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/835/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.486015167755, 43.6964106506128]]}"
1477,2020,960,SIX POINTS PARK,Park,Playground,10 VIKING LANE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2020/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5359065620747, 43.6396493454587]]}"
1478,1882,355,FAIRFIELD PARK,Park,Playground,90 LOTHIAN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1882/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5196092739186, 43.6388778608929]]}"
1479,10,348,ETIENNE BRULE PARK,Park,"Firepit, Picnic Site, Washroom",13 CROSBY AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/10/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5045356537367, 43.6626221709014]]}"
1480,249,73,BEATY BOULEVARD PARKETTE,Park,None,1575 KING ST W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/249/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4442341931244, 43.63766492285]]}"
1481,3777,80562,BEARE HILL PARK,Park,None,8145 FINCH AVE E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3777/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.162430149732, 43.8264719597787]]}"
1482,688,674,MAPLE LEAF PARK,Park,"Ball Diamond, Basketball Court, Pickleball Court, Playground, Tennis Court",320 CULFORD RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/688/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4934534865598, 43.7158024734685]]}"
1483,2259,1407,MAXWELL PARK,Park,None, DELLBANK RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2259/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4448900886446, 43.7621926234661]]}"
1484,2486,717,MILL VALLEY PARK,Park,"Pickleball Court, Playground, Tennis Court",412 MILL RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2486/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5878181649625, 43.6418045374676]]}"
1485,2573,901,ROWATSON PARK,Park,Playground,37 ROWATSON RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2573/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2019766530729, 43.7488431151302]]}"
1486,1491,1915,PRESCOTT PARKETTE,Park,None,20 PRESCOTT AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1491/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.457663747594, 43.6753486052929]]}"
1487,748,934,SENECA HILL PARK,Park,"Playground, Sports Field, Tennis Court",620 SENECA HILL DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/748/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3517317131938, 43.7915047394902]]}"
1488,812,1069,VALLEYFIELD PARK,Park,"Pickleball Court, Washroom",35 THE WESTWAY,None,https://www.toronto.ca/data/parks/prd/facilities/complex/812/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5334381166616, 43.6947118434588]]}"
1489,997,951,SILVERSTONE PARK,Park,Playground,160 SILVERSTONE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/997/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5920809679987, 43.7522102861865]]}"
1490,2610,1515,SPRING GARDEN PARKETTE,Park,None,123 SPRING GARDEN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2610/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4060564195646, 43.7650326303163]]}"
1491,1221,13032,HOLLYCREST MIDDLE PUBLIC SCHOOL,Community Centre,None,630 RENFORTH DR, 416-394-8703,https://www.toronto.ca/data/parks/prd/facilities/complex/1221/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5827663402723, 43.6560358702629]]}"
1492,693,14343,MITCHELL FIELD COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",89 CHURCH AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/693/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.408663320675, 43.7745089449153]]}"
1493,357,6278,HUMBER COMMUNITY POOL,Community Centre,None,205 HUMBER COLLEGE BLVD,416-394-6050,https://www.toronto.ca/data/parks/prd/facilities/complex/357/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.6086678287855, 43.7305517812869]]}"
1494,3502,45463,REGENT PARK COMMUNITY CENTRE,Community Centre,Wi-Fi,402 SHUTER ST,416-392-5490,https://www.toronto.ca/data/parks/prd/facilities/complex/3502/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3616922501387, 43.6582745197575]]}"
1495,1098,1947,SCADDING COURT COMMUNITY CENTRE,Community Centre,Wi-Fi,707 DUNDAS ST W,416-392-0335,https://www.toronto.ca/data/parks/prd/facilities/complex/1098/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4049504110461, 43.6518252765297]]}"
1496,1056,273,DENNIS R. TIMBRELL RESOURCE CENTRE,Community Centre,"Washroom, Wi-Fi",29 ST DENNIS DR,416-395-7972,https://www.toronto.ca/data/parks/prd/facilities/complex/1056/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3317945672133, 43.7178757629652]]}"
1497,714,2095,ORIOLE COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",2975 DON MILLS RD W,416-395-6005,https://www.toronto.ca/data/parks/prd/facilities/complex/714/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3514094239262, 43.7817608699887]]}"
1498,582,374,ANGELA JAMES ARENA,Community Centre,"Washroom, Wi-Fi",165 GRENOBLE DR, ,https://www.toronto.ca/data/parks/prd/facilities/complex/582/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3276349798301, 43.7131479661019]]}"
1499,643,2076,GOULDING COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",45 GOULDING AVE,416-395-0123,https://www.toronto.ca/data/parks/prd/facilities/complex/643/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4221107163165, 43.7906271275808]]}"
1500,189,1886,NORTH TORONTO MEMORIAL COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",200 EGLINTON AVE W,416-392-6591,https://www.toronto.ca/data/parks/prd/facilities/complex/189/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4045943875911, 43.7060603005605]]}"
1501,732,2097,PLEASANT VIEW COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",545 VAN HORNE AVE,416-395-6006,https://www.toronto.ca/data/parks/prd/facilities/complex/732/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3368310075746, 43.7869936879769]]}"
1502,171,13023,EARL BALES COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",4169 BATHURST ST,416-395-7873,https://www.toronto.ca/data/parks/prd/facilities/complex/171/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4339786716535, 43.7545952196445]]}"
1503,744,2099,RODING COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",600 RODING ST,416-395-7964,https://www.toronto.ca/data/parks/prd/facilities/complex/744/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4927303107057, 43.7291977709408]]}"
1504,780,1892,OAKDALE COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",350 GRANDRAVINE DR,416-395-0488,https://www.toronto.ca/data/parks/prd/facilities/complex/780/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5131274475855, 43.7478337832948]]}"
1505,3501,45062,YORK RECREATION CENTRE,Community Centre,Wi-Fi,115 BLACK CREEK DR,416-392-9675,https://www.toronto.ca/data/parks/prd/facilities/complex/3501/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4820344136735, 43.687872905789]]}"
1506,397,13072,THISTLETOWN SENIORS' CENTRE,Community Centre,Wi-Fi,925 ALBION RD, 416-394-8869,https://www.toronto.ca/data/parks/prd/facilities/complex/397/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5628672716019, 43.7355904722061]]}"
1507,712,281,DON MONTGOMERY COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",2467 EGLINTON AVE E,416-396-4043,https://www.toronto.ca/data/parks/prd/facilities/complex/712/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2616994253887, 43.7326290263487]]}"
1508,1020,13641,RIVERLEA ITALIAN SENIORS' CENTRE,Community Centre,None,919 SCARLETT RD, ,https://www.toronto.ca/data/parks/prd/facilities/complex/1020/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5237821045476, 43.6999470504744]]}"
1509,755,13034,HUMBERWOOD COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",850 HUMBERWOOD BLVD,416-394-5700,https://www.toronto.ca/data/parks/prd/facilities/complex/755/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.6190420440355, 43.7288921423389]]}"
1510,567,1715,DOUGLAS SNOW AQUATIC CENTRE,Community Centre,"Washroom, Wi-Fi",5100 YONGE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/567/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4153038932578, 43.7671270411399]]}"
1511,243,1902,PARKDALE COMMUNITY RECREATION CENTRE,Community Centre,None,75 LANSDOWNE AVE,416-392-6696,https://www.toronto.ca/data/parks/prd/facilities/complex/243/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4371133043986, 43.6433596839054]]}"
1512,1429,13061,POWER HOUSE RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",65 COLONEL SAMUEL SMITH PARK DR,416-338-1081,https://www.toronto.ca/data/parks/prd/facilities/complex/1429/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5153435701392, 43.5935244408179]]}"
1513,1856,29554,LEASIDE CURLING CLUB,Community Centre,None,1075 MILLWOOD RD,647-748-2875,https://www.toronto.ca/data/parks/prd/facilities/complex/1856/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3609009628909, 43.7009650718377]]}"
1514,824,2056,CENTRAL ARENA,Community Centre,"Washroom, Wi-Fi",50 MONTGOMERY RD,416-394-5439,https://www.toronto.ca/data/parks/prd/facilities/complex/824/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5202681652435, 43.6485495669752]]}"
1515,474,1676,THE NEW GENERATION YOUTH RECREATION CENTRE,Community Centre,Wi-Fi,2694 EGLINTON AVE W,416-394-2717,https://www.toronto.ca/data/parks/prd/facilities/complex/474/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4770361975589, 43.6902863306723]]}"
1516,499,2060,CUMMER PARK COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",6000 LESLIE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/499/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3712734059386, 43.8001014474603]]}"
1517,858,6201,PARK LAWN BUBBLE RINK,Community Centre,"Ball Diamond, Pickleball Court, Playground, Sports Field, Tennis Court, Washroom",340 PARK LAWN RD,416-394-8470,https://www.toronto.ca/data/parks/prd/facilities/complex/858/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4955210553856, 43.6391576966085]]}"
1518,509,1820,JOSEPH J. PICCININNI COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",1369 ST CLAIR AVE W,416-392-0036,https://www.toronto.ca/data/parks/prd/facilities/complex/509/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.451449928818, 43.675320724325]]}"
1519,3782,13043,FORD PERFORMANCE CENTRE,Community Centre,None,400 KIPLING AVE,416-251-5219,https://www.toronto.ca/data/parks/prd/facilities/complex/3782/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5199133676675, 43.6029579152898]]}"
1520,267,1943,S.H. ARMSTRONG COMMUNITY CENTRE,Community Centre,"Skateboarding, Washroom, Wi-Fi",56 WOODFIELD RD,416-392-0734,https://www.toronto.ca/data/parks/prd/facilities/complex/267/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3228166106666, 43.6659034912586]]}"
1521,803,1853,LONG BRANCH ARENA,Community Centre,"Washroom, Wi-Fi",75 ARCADIAN CIR,416-394-8694,https://www.toronto.ca/data/parks/prd/facilities/complex/803/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5272872365118, 43.5919436922898]]}"
1522,3732,101347,ONE YONGE COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",24 FREELAND ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3732/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3739985252733, 43.6437949740879]]}"
1523,3119,100544,LAKESHORE COLLEGIATE INSTITUTE,Community Centre,None,350 KIPLING AVE,416-394-7650,https://www.toronto.ca/data/parks/prd/facilities/complex/3119/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5190402155515, 43.6015249541995]]}"
1524,2791,45042,PARKWAY FOREST COMMUNITY CENTRE,Community Centre,Wi-Fi,55 FOREST MANOR RD,416-392-6383,https://www.toronto.ca/data/parks/prd/facilities/complex/2791/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3436070411884, 43.7725666040359]]}"
1525,537,1675,CENTENNIAL RECREATION CENTRE - SCARBOROUGH,Community Centre,"Washroom, Wi-Fi",1967 ELLESMERE RD,416-396-4057,https://www.toronto.ca/data/parks/prd/facilities/complex/537/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2370287071057, 43.7745337693776]]}"
1526,558,1698,COMMANDER RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",140 COMMANDER BLVD,416-396-4024,https://www.toronto.ca/data/parks/prd/facilities/complex/558/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2678467678406, 43.7950376044518]]}"
1527,823,500,HORNER AVENUE SENIORS CENTRE,Community Centre,"Washroom, Wi-Fi",320 HORNER AVE,416-394-6000,https://www.toronto.ca/data/parks/prd/facilities/complex/823/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.526837697179, 43.6062839154257]]}"
1528,553,13018,CLAIRLEA RECREATION CENTRE,Community Centre,None,45 FAIRFAX CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/553/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2871288204974, 43.7149742745551]]}"
1529,896,1764,GUS RYDER POOL AND HEALTH CLUB,Community Centre,"Washroom, Wi-Fi",1 FAUSTINA DR,416-394-8726,https://www.toronto.ca/data/parks/prd/facilities/complex/896/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5219470074183, 43.6012154857506]]}"
1530,652,13029,HABITANT ARENA,Community Centre,"Washroom, Wi-Fi",3383 WESTON RD,416-395-7949,https://www.toronto.ca/data/parks/prd/facilities/complex/652/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5402511585128, 43.7469791129653]]}"
1531,1236,13038,JOHN ENGLISH JUNIOR MIDDLE SCHOOL,Community Centre,None,95 MIMICO AVE,416-394-8711,https://www.toronto.ca/data/parks/prd/facilities/complex/1236/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4944970015943, 43.6119013028756]]}"
1532,1344,13068,ST. MARCELLUS COMMUNITY SCHOOL,Community Centre,Wi-Fi,15 DENFIELD ST,416-394-5490,https://www.toronto.ca/data/parks/prd/facilities/complex/1344/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5541857778157, 43.6797144896385]]}"
1533,3775,103250,ETHENNONNHAWAHSTIHNEN' COMMUNITY RECREATION CENTRE & LIBRARY,Community Centre,"Washroom, Wi-Fi",100 ETHENNONNHAWAHSTIHNEN' LANE,416-392-4826,https://www.toronto.ca/data/parks/prd/facilities/complex/3775/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3756404303766, 43.7683957667604]]}"
