price,address,mls,rooms,room dimensions,room_properties,Status,Type,Style,Size (sq ft),Age,Area,Community,Bedrooms,Bathrooms,Kitchens,Rooms,Den/Family Room,Patio Terrace,Unit Exposure,Ensuite Laundry,Air Conditioning,Fireplace,Laundry,Pets,Stories,Basement,Elevator,Heating,Exterior,Garage,Parking Designation,Parking Features,Parking Places,Parking Total,Lockers,Maintenance,Taxes,Tax Year,Central A/C Included,Common Elements Included,Water Included,Amenity,Feature,Cross Street,Municipality District,Condo Corporation,Corporation Number,Property Management,Building Insurance Included,Cable Included,Heating Included,Hydro Included,Parking Included,Virtual Tour,Parking Space,Parking Description,Locker Quantity,Locker Level,Locker Number,Bedrooms Plus,Rooms Plus,Water supply,Driveway,Covered Parking Places,Tax Legal Description,Fronting On,Frontage,Lot Depth,Lot Size Units,Pool,Sewer,Parcel Number,Zoning,Exterior Features,Parking Charges,Energy Certificate,Green PIS,Kitchens Plus,Electricity,Gas,Cable,Telephone,Retirement,UFFI,Lot Irregularities,Handicap Equipped,Assesment Year,Parcel of Tied Land,Acres,Structure,Waterfront,Open House Date,Open House Start,Open House Finished,Water Supply,Assessment,Waterfront Features,Shore Allow,Shoreline Exposure,Transaction Type,Property Type,Attachment,Ownership,MLS®#,Bedrooms Above Ground,Bedrooms Below Ground,Half Bathrooms,Flooring,Basement Status,Heating Fuel,Cooling,Total Stories,Parking Space (A),Parking Spaces (Total),Water,Location Description,Community Name,Size,Size Irregular,Depth,Size (Frontage),Video,Additional Monthly Fee,Open House From,Office Area Units,Total Area,Total Area metric,Taxes Type,Utilities,Free Standing,Lot Code,List Price Type,Office Area,Water Body Name,Water Source,Appliances,Basement Features,Foundation,Lot Features,Certificate Level,Farm/Agriculture,Retail Area,Retail Area metric,Sprinklers,Business Type,Rail,Chattels Included,Expense Type,Financial Statement,Franchise,Area Influence,Ceil Height (ft),Survey,Building Area Total,Alternate MLSN umber,Building Area Source,RATIO Current Price By Above Grade Finished Area,Area Major,Region,Property Sub Type,Area Minor,Last Modified,Current Price,Survey Type,Common Interest,Postal Code,Full Bathrooms,Inclusions,Above Grade Finished Area Units,Above Grade Finished Area,Above Grade Finished Area Source,Kitchen Appliances,Window Features,Total Bathrooms,Main Level Bathrooms,Interior Features,Number Of 3 Piece Bathrooms,Baths On Level Basement Count,Roof,Construction,Room Kitchen Level,Building Area Units,Kitchens Above Grade,INumber Of 2 Piece Bathrooms,Number Of Rooms Above Grade,Baths On Level Second Count,Baths Total Rooms,Number Of 4 Piece Bathrooms,Beds On Level Second Count,Kitchens Total,Beds Above Grade,Number Of Rooms Below Grade,Driveway Parking,Open Parking Spaces,Covered Spaces,Attached Garage,Open Parking,Association Fee Frequency,Directions,FarmLandAreaUnits,Frontage Type �,Lot Size Dimensions,Acres Range,Orig_lp_cd,Doing Business As,Seats,Days Open,Number of Employees,Llbo,Outside Storage,Percent Building,Soil Test,Com_cn_fee,Ceiling Height,Crane,Industrial Area,Industrial Area Units,Central Vac,lat,long
"$988,800",18 Corundum Crescent,MLS® E11229061,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Rec', 'Laundry']","['3.34 x 4.60', '2.97 x 2.66', '2.62 x 4.42', '3.07 x 3.92', '2.81 x 3.66', '2.83 x 3.08', '2.90 x 3.26', '3.16 x 3.92', '2.86 x 5.92', '3.32 x 5.20']","['Hardwood Floor, Picture Window, L-Shaped Room', 'Hardwood Floor, Picture Window, O/Looks Living', 'Eat-In Kitchen, Ceramic Floor', 'Hardwood Floor, Mirrored Closet', 'Hardwood Floor, W/O To Deck', 'Hardwood Floor, Closet', 'Closet', 'Broadloom, L-Shaped Room', 'Broadloom, L-Shaped Room', '']",Sale,Detached,Bungalow,,,Toronto,Tam O'Shanter-Sullivan,3.0,2.0,1.0,6.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Brick,Attached,,,2.0,3.0,,,4921.19,2024.0,,,,,,BIRCHMOUNT/SHEPPARD,Toronto E05,,,,,,,,,,,,,,,1.0,3.0,Municipal,Private,1.0,"PARCEL 170-1,  SECTION M792 LOT 170,  PLAN 66M792,  SUB TO EASE AS IN A34307 SCARBOROUGH ,  CITY OF TORONTO",W,43.0,117.0,Feet,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7746522,-79.2988304
"$70,000",C131 - 115 Mcmahon Drive,MLS® C11228284,[],[],[],Sale,Parking Space,,,,Toronto,Bayview Village,,0.0,,,N,,,,,,,,C,,,,,1,Owned,Undergrnd,0.0,1.0,,65.0,0.0,2024.0,,,,,,Leslie and Sheppard,Toronto C15,TSCC,2741.0,Crossbridge Condominium Services,,,,,,,,,,,,,,,,,,,,,,,,767411985.0,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7669863,-79.37104200000002
"$12,990,000",101 Dunloe Road,MLS® C11228279,"['Living', 'Kitchen', 'Kitchen', 'Family', 'Office', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Media/Ent', 'Br']","['9.70 x 6.51', '7.58 x 4.40', '6.56 x 1.83', '5.71 x 5.92', '3.91 x 3.30', '5.86 x 4.80', '3.95 x 4.15', '4.74 x 3.88', '4.26 x 3.30', '5.54 x 11.07', '4.05 x 3.43', '2.64 x 3.08']","['', '', '', '', '', '', '', '', '', '', 'Built-In Speakers', '']",Sale,Detached,2-Storey,5000+,0-5,Toronto,Forest Hill South,4.0,7.0,2.0,13.0,Y,,,,Central Air,Y,,,,Fin W/O,Y,Forced Air,Stone,Built-In,,,4.0,6.0,,,33854.64,2024.0,,,,,Park,Russell Hill & Old Forest Hill,Toronto C03,,,,,,,,,,,,,,,1.0,5.0,Municipal,Pvt Double,2.0,PT LT 55 PL 824 FOREST HILL AS IN CT750995; CITY OF TORONTO,E,55.0,120.41,Feet,Inground,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6964241,-79.4135819
"$999,000",47 Chapman Avenue,MLS® E11228269,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', 'Office', 'Living', 'Br', 'Kitchen']","['3.56 x 7.44', '3.56 x 7.44', '2.16 x 3.05', '2.92 x 4.45', '3.01 x 4.06', '2.87 x 2.92', '2.44 x 3.05', '3.12 x 4.87', '2.81 x 3.22', '1.93 x 2.84']","['Combined W/Den, Hardwood Floor, Fireplace Insert', 'Combined W/Living, Hardwood Floor, Pot Lights', 'Quartz Counter, Custom Backsplash, Tile Floor', '4 Pc Ensuite, Hardwood Floor, Ceiling Fan', 'Hardwood Floor, W/O To Deck, Ceiling Fan', 'Hardwood Floor, Ceiling Fan', '', '', '', '']",Sale,Semi-Detached,Bungalow-Raised,,,Toronto,O'Connor-Parkview,3.0,4.0,1.0,7.0,N,,,,Wall Unit,N,,,,Sep Entrance,,Baseboard,Brick,,,,4.0,4.0,,,4327.5,2024.0,,,,,,Victoria Park & St Clair Ave E,Toronto E03,,,,,,,,,http://www.ivrtours.com/unbranded.php?tourid=27553,,,,,,2.0,5.0,Municipal,Pvt Double,0.0,"PT LT 11 PL 2429 TWP OF YORK AS IN TB786280; TORONTO (E YORK) ,  CITY OF TORONTO",S,25.0,110.0,Feet,,Sewers,104340935.0,,,,,,2.0,Y,N,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7005513,-79.2991851
"$689,000",1809 - 20 Meadowglen Place,MLS® E11228267,[],[],[],Sale,Condo Apt,Apartment,800-899,,Toronto,Woburn,2.0,2.0,1.0,5.0,N,Open,W,Y,Central Air,N,Ensuite,Restrict,17,,,Forced Air,Concrete,Underground,Owned,,0.0,1.0,Owned,586.26,0.0,2024.0,,Y,Y,Visitor Parking,Place Of Worship,Markham / Ellesmere,Toronto E09,TSCC,3078.0,R.A.B. Management,Y,,Y,,Y,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.77462939999999,-79.23061059999999
"$1,399,000",40 Stanley Greene Boulevard,MLS® W11228250,"['Dining', 'Family', 'Kitchen', 'Rec', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Loft']","['3.35 x 3.70', '5.00 x 5.61', '2.47 x 4.27', '3.05 x 3.38', '3.84 x 5.10', '3.36 x 3.10', '3.10 x 3.78', '3.11 x 4.27', '4.73 x 5.67']","['Hardwood Floor, Pot Lights, Overlook Patio', 'Hardwood Floor, Gas Fireplace, Open Concept', 'Stainless Steel Appl, Granite Counter, Pantry', 'Hardwood Floor, Closet, Large Window', 'His/Hers Closets, 5 Pc Ensuite, Large Window', 'W/I Closet, Hardwood Floor, Large Window', 'B/I Closet, Hardwood Floor, Large Window', 'W/I Closet, Hardwood Floor, Large Window', 'Hardwood Floor, Open Concept, Large Window']",Sale,Detached,2-Storey,3000-3500,,Toronto,Downsview-Roding-CFB,4.0,4.0,1.0,9.0,Y,,,,Central Air,Y,,,,Unfinished,,Forced Air,Brick,Built-In,,,2.0,3.0,,,8141.87,2023.0,,,,,Hospital,Keele St & Wilson Ave,Toronto W05,,,,,,,,,https://studiogtavtour.ca/40-Stanley-Greene-Blvd/idx,,,,,,,,Municipal,Private,1.0,PLAN 66M2520 LOT 15,W,39.67,140.68,Feet,,Sewers,102340649.0,,Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7337706,-79.4783398
"$1,088,000",58 Mansfield Avenue,MLS® C11228220,"['Living', 'Family', 'Kitchen', 'Breakfast', 'Prim Bdrm', '2nd Br', '3rd Br']","['3.75 x 2.78', '3.27 x 3.31', '2.76 x 2.91', '2.51 x 2.90', '3.61 x 4.14', '3.34 x 2.48', '3.26 x 2.91']","['Hardwood Floor, Window, Separate Rm', 'Hardwood Floor, Window, Separate Rm', 'Laminate, Window, Combined W/Br', 'Laminate, W/O To Yard, Combined W/Kitchen', 'Broadloom, Window, Closet', 'Broadloom, Window, Closet', 'Broadloom, Window, Closet']",Sale,Att/Row/Twnhouse,2-Storey,1100-1500,,Toronto,Trinity-Bellwoods,3.0,2.0,1.0,7.0,Y,,,,,N,,,,Unfinished,,Water,Brick,,,,1.0,1.0,,,5851.0,2024.0,,,,,,Bathurst/College,Toronto C01,,,,,,,,,https://www.tours.imagepromedia.ca/58mansfieldave/,,,,,,,,Municipal,Lane,0.0,"Pt Lt 8 Pl 323 Toronto As In CA699326,  City of Toronto",N,13.79,95.0,Feet,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5545793,-1.2969472
"$698,000",409 - 160 Canon Jackson Drive,MLS® W11228227,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', 'Laundry']","['3.62 x 5.97', '3.62 x 5.97', '2.40 x 3.96', '3.07 x 3.04', '2.77 x 3.04', 'N/A']","['Combined W/Dining, Laminate, Balcony', 'Combined W/Dining, Laminate, Balcony', 'Stainless Steel Appl, Quartz Counter, Centre Island', '4 Pc Ensuite, B/I Closet, Laminate', 'Large Window, Laminate, B/I Closet', 'Ceramic Floor']",Sale,Condo Apt,Apartment,800-899,0-5,Toronto,Beechborough-Greenbrook,2.0,2.0,1.0,3.0,N,Open,N,Y,Central Air,N,Ensuite,Restrict,4,,,Forced Air,Brick,,Owned,Undergrnd,1.0,1.0,,478.8,2479.94,2024.0,Y,Y,Y,,,Keele St & Eglington Ave W,Toronto W04,TSCC,2949.0,GPM Property Management Inc.,,,,,Y,https://unbranded.mediatours.ca/property/409-160-canon-jackson-drive-york/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.697594,-79.4751982
"$424,786",703 - 320 Dixon Road,MLS® W11227022,"['Prim Bdrm', '2nd Br', 'Dining', 'Kitchen', 'Laundry', 'Living']","['3.27 x 4.12', '3.25 x 3.23', '3.30 x 3.27', '2.20 x 3.99', '1.55 x 2.50', '3.49 x 5.73']","['', '', '', '', '', '']",Sale,Condo Apt,Apartment,900-999,,Toronto,Kingsview Village-The Westway,2.0,1.0,1.0,5.0,N,Open,Se,,,N,,N,7,,Y,Baseboard,Brick Front,,Owned,Undergrnd,0.0,1.0,,671.62,539.68,2023.0,,Y,Y,,School,Kipling & Dixon,Toronto W09,YCC,42.0,Gpm Property Management,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,110420244.0,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6966281,-79.5522517
"$699,990",2304 - 20 Tubman Avenue,MLS® C11228237,"['Living', 'Kitchen', 'Prim Bdrm', '2nd Br']","['2.87 x 4.24', '2.87 x 4.24', '3.14 x 2.80', '2.92 x 2.56']","['Laminate, Large Window, Combined W/Kitchen', 'Laminate, Stainless Steel Appl, Centre Island', 'Laminate, Double Closet, 3 Pc Ensuite', 'Laminate, Double Closet, Large Window']",Sale,Condo Apt,Apartment,700-799,0-5,Toronto,Regent Park,2.0,2.0,1.0,5.0,Y,Open,Ne,Y,Central Air,N,Ensuite,N,23,,Y,Forced Air,Brick,Underground,Owned,,0.0,1.0,Owned,654.08,2889.77,2024.0,,Y,Y,Visitor Parking,Park,Dundas St. & Tubman Ave.,Toronto C08,TSCC,2746.0,City Sites Property Management Inc,Y,,Y,,Y,https://unbranded.mediatours.ca/property/2304-20-tubman-avenue-toronto/,158,P2,121,2,,,,,,,,,,,,,,,,Concrete,,N,N,,,,,,N,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6606855,-79.3594066
"$565,000",1105 - 99 Foxbar Road,MLS® C11228233,"['Br', 'Living', 'Kitchen']","['3.00 x 2.90', '3.60 x 5.05', '3.60 x 5.05']","['Laminate, Sliding Doors, Double Closet', 'Laminate, W/O To Balcony, Combined W/Kitchen', 'Laminate, B/I Appliances, Combined W/Living']",Sale,Condo Apt,Apartment,0-499,0-5,Toronto,Yonge-St. Clair,1.0,1.0,1.0,4.0,N,Open,N,,Central Air,N,,Restrict,11,,,Forced Air,Concrete,Underground,,,0.0,0.0,Owned,457.34,2174.48,2024.0,Y,Y,,Visitor Parking,Park,Avenue/St.Clair,Toronto C02,TSCC,2928.0,FOREST HILL KIPLING RESIDENTIAL MGMT 416-519-2927,Y,,,,,,,,120,E,,,,,,,,,,,,,,769280103.0,,Metal/Side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.68651879999999,-79.40019629999999
"$514,000",326 - 38 Monte Kwinter Court,MLS® C11226486,"['Living', 'Dining', 'Kitchen', 'Breakfast', 'Prim Bdrm', '2nd Br']","['3.96 x 5.48', '3.96 x 5.48', '3.96 x 5.48', '3.96 x 5.48', '2.43 x 3.65', '2.13 x 2.13']","['Laminate, Combined W/Dining, W/O To Balcony', 'Laminate, Combined W/Living, W/O To Balcony', 'Laminate, Stainless Steel Appl, Backsplash', 'Laminate, Breakfast Bar, Centre Island', 'Laminate, Large Window, Closet', 'Laminate, Window, Closet']",Sale,Condo Apt,Apartment,500-599,,Toronto,Clanton Park,2.0,1.0,1.0,5.0,N,Open,E,Y,Central Air,N,Ensuite,Restrict,3,,,Forced Air,Brick,Underground,Owned,Undergrnd,1.0,1.0,Owned,491.0,1924.0,2024.0,,Y,,Party/Meeting Room,Library,Wilson Ave & Allen Rd,Toronto C06,TSCC,2814.0,Wilson Blanchard Management - 416-551-3360,Y,,,,Y,,97,P1,,P2,7.0,,,,,,,,,,,,,768140046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7335675,-79.44883089999999
"$950,000",776 Danforth Road,MLS® E11225959,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br']","['3.74 x 4.83', '2.66 x 4.10', '320.0 x 3.94', '3.71 x 4.00', '2.69 x 4.10', '3.00 x 3.00', '3.48 x 3.74', '3.41 x 3.56']","['Hardwood Floor, Crown Moulding, Picture Window', 'Hardwood Floor, Open Concept, W/O To Yard', 'Ceramic Floor, Quartz Counter, Renovated', 'Hardwood Floor, Picture Window, Closet', 'Hardwood Floor, Closet', 'Hardwood Floor, Closet', 'Laminate, Large Window, Closet', 'Laminate, Window']",Sale,Detached,2-Storey,,,Toronto,Kennedy Park,3.0,2.0,1.0,6.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Brick,,,,4.0,4.0,,,3562.13,2024.0,,,,,,St. Clair/Midland,Toronto E04,,,,,,,,,,,,,,,2.0,2.0,Municipal,Private,0.0,"Plan 1093 Pt Lot 17,  Pt Blk H",N,34.26,99.28,Feet,,Sewers,,,,,N,N,,,,,,,,Lot Irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7224358,-79.2562925
"$750,000",511 - 1100 Sheppard Avenue W,MLS® W11225560,[],[],[],Sale,Condo Apt,Multi-Level,600-699,New,Toronto,York University Heights,1.0,1.0,1.0,5.0,Y,Open,W,,Central Air,N,,Restrict,05,,,Forced Air,Concrete,Underground,Owned,Undergrnd,1.0,1.0,,401.0,0.0,2024.0,,,Y,Visitor Parking,,Sheppard Ave W & Allen Rd,Toronto W05,TSCC,3055.0,360 Management Company,Y,,Y,,Y,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7517462,-79.46637489999999
"$599,000",2408 - 125 Village Green Square,MLS® E11225903,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', 'Br', 'Bathroom']","['3.00 x 3.35', '3.00 x 3.35', '3.36 x 4.30', '2.82 x 3.50', '1.55 x 2.45', '1.51 x 2.45']","['W/O To Porch, West View, Hardwood Floor', 'Combined W/Kitchen, Hardwood Floor', 'Combined W/Dining, Ceramic Back Splash, Granite Counter', '3 Pc Ensuite, Above Grade Window, Closet', '3 Pc Bath, Porcelain Sink, Porcelain Floor', '4 Pc Bath']",Sale,Condo Apt,Apartment,700-799,,Toronto,Agincourt South-Malvern West,2.0,2.0,2.0,7.0,N,Open,Sw,,Central Air,N,,Restrict,24,,,Forced Air,Concrete,Underground,Owned,Undergrnd,1.0,1.0,Owned,515.89,2290.0,2024.0,,Y,,Rooftop Deck/Garden,Public Transit,Kennedy/Highway 401,Toronto E07,TSCC/2,2166.0,Del Property Management,Y,,,,Y,,56,3,,P3,87.0,,,,,,,,,,,,,,,,,,,,,,,,N,,,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7775005,-79.28132529999999
"$650,000",PH3602 - 70 Town Centre Court,MLS® E11225034,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br']","['5.52 x 5.73', '5.52 x 5.73', '2.62 x 3.75', '3.23 x 7.07', '2.89 x 3.69']","['Combined W/Dining, Window Flr to Ceil, W/O To Balcony', 'Hardwood Floor, Window Flr to Ceil, W/O To Balcony', 'Stainless Steel Appl, Window Flr to Ceil, Stone Counter', '4 Pc Ensuite, His/Hers Closets, Window Flr to Ceil', 'Large Closet, Window Flr to Ceil, East View']",Sale,Condo Apt,Apartment,1000-1199,15-Nov,Toronto,Bendale,2.0,2.0,1.0,5.0,N,Open,Se,Y,Central Air,N,Ensuite,Restrict,35,,Y,Forced Air,Concrete,Underground,Owned,Undergrnd,2.0,2.0,Owned,908.96,3333.25,2024.0,,,Y,Party/Meeting Room,Hospital,401/Mccowan,Toronto E09,TSCC,2036.0,Living Properties Inc,,,,,,https://media.maddoxmedia.ca/videos/01936d3c-1a38-72d3-8abb-57011d217195,19,P1,3,P1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7737121,-79.2554562
"$399,900",106 - 60 Pavane Linkway Way,MLS® C11224506,[],[],[],Sale,Condo Apt,Apartment,800-899,,Toronto,Flemingdon Park,2.0,1.0,1.0,5.0,N,Open,S,,Window Unit,N,,Restrict,3,,,Forced Air,Brick,,Exclusive,Undergrnd,1.0,1.0,Owned,862.72,1359.05,2024.0,,Y,Y,,,Don Mills & Eglinton,Toronto C11,YCC,78.0,ACE CONDOMINIUM MANAGEMENT INC 416-429-4235,Y,Y,Y,Y,Y,,P3-6,G,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.71137239999999,-79.3225939
"$2,879,000",11 Ottawa Street,MLS® C11223657,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Den']","['3.07 x 4.34', '3.61 x 4.04', '3.43 x 4.95', '2.84 x 3.43', '3.81 x 4.67', '2.84 x 3.43', '2.64 x 2.77', '4.14 x 6.10', '3.02 x 3.25']","['Hardwood Floor, Large Window, Stained Glass', 'Hardwood Floor, Open Concept, Window', 'B/I Appliances, Centre Island, French Doors', '3 Pc Ensuite, Balcony, Pocket Doors', '3 Pc Ensuite, Hardwood Floor', 'Hardwood Floor, O/Looks Backyard, Large Window', 'B/I Closet, Hardwood Floor', 'Heated Floor', 'Heated Floor']",Sale,Semi-Detached,3-Storey,,,Toronto,Rosedale-Moore Park,4.0,4.0,1.0,9.0,Y,,,,Central Air,N,,,,Finished,,Forced Air,Alum Siding,,,,0.0,0.0,,,9556.26,2024.0,,,,,,Summerhill & Yonge,Toronto C09,,,,,,,,,,,,,,,1.0,,Municipal,,0.0,PT LT 11-12 PL 813 CITY EAST AS IN CA296095; CITY OF TORONTO,E,18.03,83.86,Feet,,Sewers,,,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1695468,-79.2377852
"$1,524,900",242 Castlefield Avenue,MLS® C11221058,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec', 'Laundry']","['3.82 x 4.42', '3.21 x 4.09', '2.66 x 4.09', '3.82 x 4.25', '2.00 x 3.71', '2.51 x 2.83', '3.36 x 5.54', '1.98 x 2.11']","['Hardwood Floor, Leaded Glass, Fireplace', 'Hardwood Floor, Wood Trim, French Doors', 'W/O To Deck, Eat-In Kitchen, Galley Kitchen', 'B/I Shelves, Mirrored Closet, Broadloom', 'Broadloom, Closet, Picture Window', 'Broadloom, B/I Desk, B/I Bookcase', 'B/I Closet, Broadloom, Pot Lights', 'Tile Floor, Above Grade Window, Laundry Sink']",Sale,Semi-Detached,2-Storey,,,Toronto,Yonge-Eglinton,3.0,2.0,1.0,6.0,N,,,,Wall Unit,Y,,,,Finished,N,Water,Brick,,,,1.0,1.0,,,6576.12,2024.0,,,,,Place Of Worship,Avenue Rd/Eglinton,Toronto C03,,,,,,,,,,,,,,,,2.0,Municipal,Front Yard,0.0,PT LT 28 RANGE 4 PL 734 NORTH TORONTO AS IN CA441024; T/W CA441024; CITY OF TORONTO,N,22.58,122.33,Feet,,Sewers,,,,,,,,,,,,N,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7099958,-79.4092601
