price,address,mls,office_name,office_type,office_address,Property Type,Building Type,Storeys,Square Footage,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Partial,Appliances Included,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Community Features,Maintenance Fees,Maintenance Fees Include,Maintenance Management Company,Total Parking Spaces,View,Below Grade,Flooring,Structures,Land Size,Basement Features,Basement Type,Style,Architecture Style,Fire Protection,Rental Equipment,Fireplace,Utility Sewer,Water,Amenities Nearby,Fencing,Frontage,Land Depth,Foundation Type,Utility Type,Zoning Description,Pool Type,Split Level Style,Landscape Features,Surface Water,Subdivision Name,Built in,Storage,Total Units,Above Grade Finished,Below Grade Finished,Access,Waterfront,Utility Communications,Construction Status,Construction Material,Waterfront Name,Other Style,Fireplace Fuel,Utility-Hydro,Other,Age Of Building,Business Type
"$2,750,000","PH1 - 99 AVENUE ROADToronto (Annex), Ontario M5R2G5",C10430423,FOREST HILL REAL ESTATE INC.,Brokerage,"9001 DUFFERIN ST UNIT A9THORNHILL, Ontario L4J0H7",Single Family,Apartment,,1800 - 1999 sqft,Annex,Condominium/Strata,"$8,676.46 (CAD)",Underground,3 days,3,3,,,Balcony,"Security/Concierge, Exercise Centre, Party Room, Sauna, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,"$2,431.70 (CAD) Monthly","Common Area Maintenance, Insurance",DEL PROPERTY MANAGEMENT,1,,1,Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,749,000","12 EUCLID AVENUEToronto (Highland Creek), Ontario M1C1J6",E10477077,IPRO REALTY LTD.,Brokerage,"3638 LAWRENCE AVE ETORONTO, Ontario M1G1P6",Single Family,House,2,3500 - 5000 sqft,Highland Creek,Freehold,"$3,785 (CAD)",Attached Garage,6 hours,4,6,1,"Oven - Built-In, Water Heater, Dishwasher, Dryer, Refrigerator, Stove, Washer","Lighting, Paved yard, Carpet Free, Sump Pump",,Central air conditioning,Forced air (Natural gas),"Brick, Stone",,,,,8,,,"Hardwood, Laminate",Patio(s),50.7 x 148 FT,Walk out,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,"50 ft ,8 in",148 ft,Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$2,699,900","1250 DAVENPORT ROADToronto (Corso Italia-Davenport), Ontario M6H2G9",W10428642,KELLER WILLIAMS PORTFOLIO REALTY,Brokerage,"3284 YONGE STREET #100TORONTO, Ontario M4N3M7",Single Family,Triplex,2,,Corso Italia-Davenport,,"$5,972.66 (CAD)",Detached Garage,4 days,4,4,,"Water Heater - Tankless, Water Heater, Water meter, Dishwasher, Dryer, Microwave, Range, Refrigerator, Stove, Washer","Irregular lot size, Lane, Lighting, Carpet Free","Separate Heating Controls, Separate Electricity Meters",Wall unit,Heat Pump (Electric),Brick,,,,,4,City view,3,Vinyl,Patio(s),23.29 x 103.26 FT ; Widens to 36.92' At Rear Laneway,Apartment in basement,N/A,,,,,,Sanitary sewer,Municipal water,"Park, Place of Worship, Public Transit, Schools",,"23 ft ,3 in","103 ft ,3 in",Block,,,,,Landscaped,,,,,,,,,,,Insulation upgraded,,,,,,,,
"$2,699,000","53 PARKHURST BOULEVARD EToronto (Leaside), Ontario M4G2C8",C10433564,ROYAL LEPAGE SIGNATURE REALTY,Brokerage,"8 SAMPSON MEWS SUITE 201 THE SHOPS AT DON MILLSTORONTO, Ontario M3C0H5",Single Family,House,2,2000 - 2500 sqft,Leaside,Freehold,"$11,544.77 (CAD)",,1 day,4,4,1,"Oven - Built-In, Central Vacuum, Range, Water Heater, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings","Wooded area, Flat site",Fireplace(s),Central air conditioning,Forced air (Natural gas),"Brick, Stucco","Community Centre, School Bus",,,,2,,,"Hardwood, Carpeted",,30 x 120 FT,,N/A (Finished),Detached,,"Alarm system, Monitored Alarm, Security system, Smoke Detectors",,,Sanitary sewer,Municipal water,"Park, Schools",Fenced yard,30 ft,120 ft,Block,"Cable (Installed), Sewer (Installed)",,,,,,,,,,,,,,,Insulation upgraded,,,,,,,,
"$2,699,000","812 - 80 FRONT STREET EToronto (Church-Yonge Corridor), Ontario M5E1T4",C10431941,ROYAL LEPAGE SIGNATURE REALTY,Brokerage,"8 SAMPSON MEWS SUITE 201 THE SHOPS AT DON MILLSTORONTO, Ontario M3C0H5",Single Family,Apartment,2,2250 - 2499 sqft,Church-Yonge Corridor,Condominium/Strata,"$7,095.66 (CAD)",Underground,2 days,2,3,1,,,"Security/Concierge, Exercise Centre, Sauna, Storage - Locker",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,"$1,690.99 (CAD) Monthly","Cable TV, Common Area Maintenance, Insurance, Parking",Crossbridge,1,,1,Concrete,,,,,,,,,,,,"Hospital, Park, Public Transit, Schools",,,,,,,Indoor pool,,,,,,,,,,,,,,,,,,,,,
"$2,699,000","555 MARKHAM STREETToronto (Palmerston-Little Italy), Ontario M6G2L6",C10433159,FREEMAN REAL ESTATE LTD.,Brokerage,"988 BATHURST STREETTORONTO, Ontario M5R3G6",Single Family,House,2.5,,Palmerston-Little Italy,Freehold,"$10,121.34 (CAD)",Detached Garage,2 days,5,3,,"Dryer, Furniture, Refrigerator, Stove, Washer",Lane,,Wall unit,Hot water radiator heat (Natural gas),Brick,,,,,2,,1,"Hardwood, Laminate, Wood",Porch,22 x 125 FT,,Full (Finished),Semi-detached,,,,,Sanitary sewer,Municipal water,"Public Transit, Schools",Fenced yard,22 ft,125 ft,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$2,649,000","22 QUEEN ANNE ROADToronto (Kingsway South), Ontario M8X1S9",W10430551,SAGE REAL ESTATE LIMITED,Brokerage,"2010 YONGE STREETTORONTO, Ontario M4S1Z9",Single Family,House,2,,Kingsway South,Freehold,"$11,358.79 (CAD)",Attached Garage,3 days,4,3,,"Cooktop, Dishwasher, Dryer, Oven, Range, Refrigerator, Washer, Window Coverings",Wooded area,Fireplace(s),Central air conditioning,Radiant heat (Natural gas),"Brick, Stucco",Community Centre,,,,3,,1,"Tile, Hardwood",,33.33 x 135 FT,,Full (Finished),Detached,,,,1,Sanitary sewer,Municipal water,"Park, Schools",Fenced yard,"33 ft ,3 in",135 ft,Poured Concrete,,,,,,River/Stream,,,,,,,,,,,,,,,,,,
"$2,638,000","470 MELROSE AVENUEToronto (Bedford Park-Nortown), Ontario M5M1Z9",C10434057,LOLLY D GILLEN,Brokerage,"7071 BAYVIEW AVE #113MARKHAM, Ontario L3T7Y8",Single Family,House,2,,Bedford Park-Nortown,Freehold,"$10,686.41 (CAD)",Garage,1 day,4,4,1,Water meter,Sump Pump,Separate Electricity Meters,Central air conditioning,Forced air (Natural gas),Stucco,,,,,3,,1,"Hardwood, Carpeted, Tile",,31.05 x 121.19 FT ; 30.08 x 112.86,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,31 ft,"121 ft ,2 in","Block, Concrete","Cable (Installed), Sewer (Installed)",,,,,,,,,,,,,,,,,,,,,,,
"$2,634,000","4 PINEHURST CRESCENTToronto (Edenbridge-Humber Valley), Ontario M9A3A5",W10432089,KELLER WILLIAMS CO-ELEVATION REALTY,Brokerage,"2100 BLOOR ST W #7BTORONTO, Ontario M6S1M7",Single Family,House,,,Edenbridge-Humber Valley,Freehold,"$8,261.59 (CAD)",Garage,2 days,4,3,,"Garage door opener remote(s), Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings",,Fireplace(s),Central air conditioning,Forced air (Natural gas),Brick,,,,,6,,,"Porcelain Tile, Hardwood",Patio(s),59 x 140 FT,,Full (Finished),Detached,,,,2,Sanitary sewer,Municipal water,"Public Transit, Schools, Park",Fenced yard,59 ft,140 ft,Block,,,,Sidesplit,,,,,,,,,,,,,,,,,,,,
"$2,595,000","188 KEEWATIN AVENUEToronto (Mount Pleasant East), Ontario M4P1Z8",C10433685,HARVEY KALLES REAL ESTATE LTD.,Brokerage,"2145 AVENUE ROADTORONTO, Ontario M5M4B2",Single Family,House,2.5,,Mount Pleasant East,Freehold,"$15,536.08 (CAD)",Detached Garage,1 day,4,5,1,"Dishwasher, Dryer, Freezer, Oven, Refrigerator, Stove, Washer",Carpet Free,,Central air conditioning,Forced air (Natural gas),Brick,,,,,3,,,"Hardwood, Laminate",,30 x 203 FT,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,30 ft,203 ft,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$2,590,000","14 KILDONAN DRIVEToronto (Birchcliffe-Cliffside), Ontario M1N3B5",E10429586,UNION REALTY BROKERAGE INC.,Brokerage,"2234 QUEEN STREET EASTTORONTO, Ontario M4E1G2",Single Family,House,2,,Birchcliffe-Cliffside,Freehold,"$4,677.24 (CAD)",Detached Garage,4 days,4,4,1,"Dishwasher, Dryer, Range, Washer",,,Central air conditioning,Forced air (Natural gas),Stucco,,,,,2,,1,Hardwood,,30.29 x 122.75 FT,,N/A (Finished),Detached,,,,3,Sanitary sewer,Municipal water,,,"30 ft ,3 in","122 ft ,9 in",Poured Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$2,585,000","10 STUART AVENUEToronto (Lansing-Westgate), Ontario M2N1B1",C10431702,BAY STREET INTEGRITY REALTY INC.,Brokerage,"8300 WOODBINE AVE #519MARKHAM, Ontario L3R9Y7",Single Family,House,2,3000 - 3500 sqft,Lansing-Westgate,Freehold,"$10,571.97 (CAD)",Attached Garage,2 days,4,5,2,Central Vacuum,Ravine,,Central air conditioning,Hot water radiator heat (Natural gas),Stucco,,,,,6,,,"Hardwood, Carpeted",,102.3 x 125 FT,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Park, Public Transit, Schools",,"102 ft ,3 in",125 ft,Concrete,,Residential,Inground pool,,,,,,,,,,,,,,,,,,,,,
"$2,499,999","518 PRINCE EDWARD DRIVE NToronto (Kingsway South), Ontario M8X2M5",W10431323,RE/MAX ESCARPMENT REALTY INC.,Brokerage,"1320 CORNWALL RD UNIT 103BOAKVILLE, Ontario L6J7W5",Single Family,House,2,1500 - 2000 sqft,Kingsway South,Freehold,"$10,071.27 (CAD)",Attached Garage,3 days,3,4,1,"Oven - Built-In, Water Heater, Dishwasher, Dryer, Hot Tub, Microwave, Range, Refrigerator, Stove, Washer","Level lot, Flat site, Carpet Free",,Central air conditioning,Forced air (Natural gas),Brick,,,,,4,,,,,25 x 150 FT|under 1/2 acre,,Full (Finished),Detached,,"Security system, Smoke Detectors",,,Sanitary sewer,Municipal water,"Public Transit, Schools",Fenced yard,25 ft,150 ft,Poured Concrete,Sewer (Installed),RD (f13.5;a510 d0.45) (x35),,,,,,,,,,,,,,,,,,,,,,
"$2,499,900","351 DELORAINE AVENUEToronto (Bedford Park-Nortown), Ontario M5M2B7",C10430240,HARVEY KALLES REAL ESTATE LTD.,Brokerage,"2145 AVENUE ROADTORONTO, Ontario M5M4B2",Single Family,House,2,2000 - 2500 sqft,Bedford Park-Nortown,Freehold,"$11,044.06 (CAD)",Garage,3 days,3,4,1,"Garage door opener remote(s), Dishwasher, Dryer, Freezer, Range, Refrigerator, Washer, Window Coverings",,,Central air conditioning,Forced air (Natural gas),Brick,Community Centre,,,,3,,1,"Ceramic, Laminate, Hardwood, Carpeted",,25 x 150 FT,Walk out,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Park, Public Transit, Schools",Fenced yard,25 ft,150 ft,Block,,,,,,,,,,,,,,,,,,,,,,,,
"$2,489,000","61 LAURENTIDE DRIVE WToronto (Parkwoods-Donalda), Ontario M3A3E1",C10430576,CENTURY 21 LEADING EDGE REALTY INC.,Brokerage,"18 WYNFORD DRIVE #214TORONTO, Ontario M3C3S2",Single Family,House,,,Parkwoods-Donalda,Freehold,"$9,281.20 (CAD)",Attached Garage,3 days,5,3,,"Garage door opener remote(s), Central Vacuum, Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings",,,Central air conditioning,Heat Pump (Natural gas),Brick,,,,,6,,,Laminate,,85 x 125.83 FT,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Hospital, Public Transit, Schools",,85 ft,"125 ft ,9 in",Unknown,,,,Sidesplit,,,,,,,,,,,,,,,,,,,,
"$2,449,000","302 WINONA DRIVEToronto (Humewood-Cedarvale), Ontario M6C3S9",C10430452,SUTTON GROUP-ASSOCIATES REALTY INC.,Brokerage,"358 DAVENPORT ROADTORONTO, Ontario M5R1K6",Single Family,House,2,,Humewood-Cedarvale,Freehold,"$10,600.50 (CAD)",,3 days,4,4,1,"Central Vacuum, Dishwasher, Dryer, Hood Fan, Microwave, Refrigerator, Stove, Washer, Window Coverings, Wine Fridge",Sump Pump,Fireplace(s),Central air conditioning,Forced air (Natural gas),Brick,,,,,4,,1,"Tile, Carpeted, Hardwood",Shed,31 x 257.16 FT ; as per MPAC,,Full (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Public Transit, Park",,31 ft,"257 ft ,1 in",Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$2,449,000","28A GIVINS STREETToronto (Trinity-Bellwoods), Ontario M6J2X7",C10433179,METROPOLITAN COMMERCIAL REALTY INC.,Brokerage,"150 BEVERLEY ST UNIT 1TORONTO, Ontario M5T1Y5",Single Family,Row / Townhouse,3,2000 - 2500 sqft,Trinity-Bellwoods,Freehold,"$9,892.44 (CAD)",Detached Garage,2 days,4,4,1,"Blinds, Window Coverings","Lane, In-Law Suite",,Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Community Centre,,,,1,,,Hardwood,,17 x 120 FT,"Apartment in basement, Walk out",N/A (Finished),Attached,,,,,Sanitary sewer,Municipal water,"Park, Place of Worship, Public Transit, Schools",,17 ft,120 ft,Poured Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$2,399,000","47 CLAVER AVENUEToronto (Yorkdale-Glen Park), Ontario M6B2V9",W10440961,HARVEY KALLES REAL ESTATE LTD.,Brokerage,"2145 AVENUE ROADTORONTO, Ontario M5M4B2",Single Family,Duplex,2,,Yorkdale-Glen Park,,"$7,868 (CAD)",Garage,1 day,8,8,1,"Dryer, Hood Fan, Range, Refrigerator, Stove, Washer, Window Coverings",,,Central air conditioning,Forced air (Natural gas),Brick,Community Centre,,,,9,,1,"Hardwood, Ceramic",,75 x 102 FT,"Apartment in basement, Separate entrance",N/A,,,,,,Sanitary sewer,Municipal water,"Hospital, Park, Public Transit, Schools",,75 ft,102 ft,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,388,000","603 SPADINA ROADToronto (Forest Hill South), Ontario M5P2X1",C10707707,SUPERSTARS REALTY LTD.,Brokerage,"7676 WOODBINE AVE UNIT 110MARKHAM, Ontario L3R2N2",Single Family,House,2,,Forest Hill South,Freehold,"$10,357.39 (CAD)",Garage,36 minutes,4,3,1,"Water Heater, Dishwasher, Dryer, Garage door opener, Range, Refrigerator, Stove, Washer",,,Wall unit,Radiant heat (Natural gas),Brick,,,,,3,,,Laminate,,50.06 x 69.6 FT,,N/A (Unfinished),Detached,,,,,Sanitary sewer,Municipal water,,,50 ft,"69 ft ,7 in",Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$2,338,000","12 KENTON DRIVEToronto (Newtonbrook West), Ontario M2R2H7",C10429961,"INTERNATIONAL REALTY FIRM, INC.",Brokerage,"15 GERVAIS DR 7TH FLRTORONTO, Ontario M3C3S2",Single Family,House,2,,Newtonbrook West,Freehold,"$9,754.25 (CAD)",Attached Garage,4 days,4,5,1,"Central Vacuum, Window Coverings",Trash compactor,,Central air conditioning,Forced air (Natural gas),Stucco,,,,,6,,2,"Hardwood, Laminate",,67.79 x 132.5 FT,Separate entrance,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,"67 ft ,9 in","132 ft ,6 in",,,,,,,,,,,,,,,,,,,,,,,,,
"$2,295,000","147B FARNHAM AVENUEToronto (Yonge-St. Clair), Ontario M4V1H7",C10433811,SOTHEBY'S INTERNATIONAL REALTY CANADA,Brokerage,"1867 YONGE ST UNIT 100BTORONTO, Ontario M4S1Y5",Vacant Land,,,8400 sqft,Yonge-St. Clair,,"$19,370.03 (CAD)",,1 day,,1,,,,,,Radiant heat,,,,,,2,,,,,50 x 168 FT,,,,,,,,,Municipal water,,,50 ft,168 ft,,,Residential,,,,,,,,,,,,,,,,,,,,,,
"$2,295,000","147B FARNHAM AVENUEToronto (Yonge-St. Clair), Ontario M4V1H7",C10433809,SOTHEBY'S INTERNATIONAL REALTY CANADA,Brokerage,"1867 YONGE ST UNIT 100BTORONTO, Ontario M4S1Y5",Single Family,House,2,,Yonge-St. Clair,Freehold,"$19,370.03 (CAD)",Attached Garage,1 day,5,4,1,,,,Central air conditioning,Radiant heat (Natural gas),Brick,,,,,3,,,,,50 x 168 FT|under 1/2 acre,,N/A (Unfinished),Detached,,,,,Sanitary sewer,Municipal water,"Park, Schools, Public Transit",,50 ft,168 ft,,"Cable (Available), Sewer (Available)",,,,,,,,,,,,,,,,,,,,,,,
"$2,288,800","19 DONALDA CRESCENTToronto (Agincourt South-Malvern West), Ontario M1S1N5",E10429398,CENTURY 21 LEADING EDGE REALTY INC.,Brokerage,"165 MAIN STREET NORTHMARKHAM, Ontario L3P1Y2",Single Family,House,2,,Agincourt South-Malvern West,Freehold,$0 (CAD),Garage,4 days,4,5,1,"Dishwasher, Oven, Range, Refrigerator",In-Law Suite,,Central air conditioning,Forced air (Natural gas),"Stone, Stucco",,,,,5,,1,,Deck,48.11 x 179.27 FT,Separate entrance,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Hospital, Park, Place of Worship, Public Transit, Schools",,"48 ft ,1 in","179 ft ,3 in",Insulated Concrete Forms,,,,,"Landscaped, Lawn sprinkler",,,,,,,,,,,,,,,,,,,
"$2,288,000","73 NEILSON AVENUEToronto (Cliffcrest), Ontario M1M2S5",E10430326,CENTURY 21 LEADING EDGE REALTY INC.,Brokerage,"18 WYNFORD DRIVE #214TORONTO, Ontario M3C3S2",Single Family,House,2,,Cliffcrest,Freehold,"$9,200 (CAD)",Attached Garage,3 days,4,5,1,"Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings",,,Central air conditioning,Forced air (Natural gas),"Stone, Stucco",,,,,6,,1,"Hardwood, Laminate",,43 x 133 FT,Walk-up,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,43 ft,133 ft,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$2,279,000","78 SHIELDS AVENUEToronto (Lawrence Park South), Ontario M5N2K4",C10428816,RE/MAX HALLMARK BATORI GROUP INC.,Brokerage,"357 EGLINTON AVE WTORONTO, Ontario M5N1A3",Single Family,House,2,,Lawrence Park South,Freehold,"$10,099.88 (CAD)",Detached Garage,4 days,3,4,1,"Cooktop, Dishwasher, Dryer, Microwave, Oven, Refrigerator, Washer, Window Coverings",Carpet Free,Fireplace(s),Central air conditioning,Forced air (Natural gas),Brick,,,,,2,,1,"Hardwood, Carpeted",,23.83 x 110 FT,Separate entrance,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,"23 ft ,9 in",110 ft,Block,,,,,,,,,,,,,,,,,,,,,,,,
"$2,249,000","75 KENILWORTH AvenueToronto, Ontario M4L3S4",40679294,CMI REAL ESTATE INC,,"2425 Matheson Blvd 8th FloorMississauga, Ontario L4W5K4",Single Family,House,2,2150 sqft,,Freehold,"$11,151 (CAD)",Detached Garage,7 hours,3,5,1,Stove,,,Central air conditioning,"Forced air, (Natural gas)",Stucco,,,,,3,City view,1,,Porch,under 1/2 acre,,Full (Finished),Detached,2 Level,,Water Heater,,Municipal sewage system,Municipal water,"Beach, Park, Public Transit, Schools",,25 ft,115 ft,,,R(d0.6),,,Landscaped,,TETB - The Beaches,,,0,1750 sqft,400 sqft,"Highway access, Highway Nearby",,,,,,,,,,,
"$2,249,000","75 KENILWORTH AVENUEToronto (The Beaches), Ontario M4L3S4",E10477061,CMI REAL ESTATE INC.,Brokerage,"2425 MATHESON BLVD E 8TH FLRMISSISSAUGA, Ontario L4W5K4",Single Family,House,2,1500 - 2000 sqft,The Beaches,Freehold,"$11,151 (CAD)",Detached Garage,6 hours,3,5,1,Water Heater,Guest Suite,Canopy,Central air conditioning,Forced air (Natural gas),Stucco,Community Centre,,,,3,City view,1,Hardwood,"Deck, Patio(s), Porch",25 x 115 FT,,N/A (Finished),Detached,,Controlled entry,,,Sanitary sewer,Municipal water,"Beach, Park, Public Transit, Schools",,25 ft,115 ft,Concrete,,R(d0.6),,,Landscaped,Lake/Pond,,,,,,,,,,,,,,,,,,
"$2,249,000","50 DORSET ROADToronto (Cliffcrest), Ontario M1M2S7",E10440766,RE/MAX HALLMARK REALTY LTD.,Brokerage,"685 SHEPPARD AVE E #401TORONTO, Ontario M2K1B6",Single Family,House,2,,Cliffcrest,Freehold,"$4,078 (CAD)",Attached Garage,1 day,4,5,1,"Garage door opener remote(s), Oven - Built-In, Water Heater - Tankless, Water Heater, Water meter","Carpet Free, In-Law Suite",,"Central air conditioning, Ventilation system",Forced air (Natural gas),"Stone, Stucco",,,,,6,,,,,40.05 x 133.23 FT,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,40 ft,"133 ft ,2 in",Poured Concrete,"Cable (Available), Sewer (Installed)",,,,,,,,,,,,,,,Insulation upgraded,,,,,,,,
"$2,245,000","PH 1 - 225 BRUNSWICK AVENUEToronto (University), Ontario M5S2M6",C10431793,RIGHT AT HOME REALTY,Brokerage,"1396 DON MILLS RD UNIT B-121TORONTO, Ontario M3B0A7",Single Family,Row / Townhouse,2,1200 - 1399 sqft,University,Condominium/Strata,$0 (CAD),,2 days,1,2,1,,,,Central air conditioning,Heat Pump (Electric),"Brick, Steel",Pet Restrictions,$368 (CAD) Monthly,"Common Area Maintenance, Insurance",tba,0,,,Hardwood,,,,,,,,,,,,"Hospital, Park, Public Transit, Place of Worship, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,199,980","138 WINSTON PARK BOULEVARDToronto (Downsview-Roding-CFB), Ontario M3K1C5",W10429820,FORESTWOOD REAL ESTATE INC.,Brokerage,"702 BURNHAMTHORPE RD E #9MISSISSAUGA, Ontario L4Y2X3",Single Family,House,2,,Downsview-Roding-CFB,Freehold,"$7,822.06 (CAD)",Garage,4 days,4,4,1,Garage door opener remote(s),,,Central air conditioning,Forced air (Natural gas),"Stone, Stucco",,,,,6,,1,"Hardwood, Laminate, Ceramic",,53.05 x 120.16 FT,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,53 ft,"120 ft ,1 in",Poured Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$2,199,000","53 WILSON PARK ROADToronto (Roncesvalles), Ontario M6K3B6",W10429298,SAGE REAL ESTATE LIMITED,Brokerage,"2010 YONGE STREETTORONTO, Ontario M4S1Z9",Single Family,House,3,2500 - 3000 sqft,Roncesvalles,Freehold,"$12,539.01 (CAD)",Detached Garage,4 days,4,4,2,"Hot Tub, Water Heater, Water softener, Water Treatment, Dishwasher, Dryer, Oven, Refrigerator, Stove, Washer, Window Coverings",Irregular lot size,Fireplace(s),Wall unit,Radiant heat (Natural gas),"Brick, Stone",,,,,3,,,Hardwood,Deck,28.1 x 148.5 FT,Separate entrance,N/A (Unfinished),Detached,,,,1,Sanitary sewer,Municipal water,,,"28 ft ,1 in","148 ft ,6 in",,,,,,Lawn sprinkler,,,,,,,,,,,,,,,,,,,
"$2,190,000","504 - 346 DAVENPORT ROADToronto (Annex), Ontario M5R1K6",C10442760,RARE REAL ESTATE,Brokerage,"1701 AVENUE RDTORONTO, Ontario M5M3Y3",Single Family,Apartment,,1400 - 1599 sqft,Annex,Condominium/Strata,"$10,872.04 (CAD)",Underground,10 hours,2,3,1,"Oven - Built-In, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings, Wine Fridge",Carpet Free,"Security/Concierge, Storage - Locker",Central air conditioning,Forced air (Natural gas),"Aluminum siding, Steel",Pet Restrictions,"$1,893.18 (CAD) Monthly",Parking,First Service Residential,1,,,"Marble, Hardwood, Tile",,,,,,,Monitored Alarm,,,,,"Schools, Public Transit",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,179,000","416 SACKVILLE STREETToronto (Cabbagetown-South St. James Town), Ontario M4X1S9",C10431939,ROYAL LEPAGE/J & D DIVISION,Brokerage,"477 MT. PLEASANT ROADTORONTO, Ontario M4S2L9",Single Family,House,2.5,2000 - 2500 sqft,Cabbagetown-South St. James Town,Freehold,"$9,584.87 (CAD)",,2 days,3,4,2,"Oven - Built-In, Central Vacuum, Water Heater, Window Coverings","Lane, Carpet Free, Sump Pump",Fireplace(s),Central air conditioning,Forced air (Natural gas),"Brick Facing, Stucco",,,,,2,,,"Hardwood, Concrete",,18.2 x 96 FT|under 1/2 acre,,Full (Unfinished),Semi-detached,,,,1,Sanitary sewer,Municipal water,,,"18 ft ,2 in",96 ft,"Stone, Block","Cable (Installed), Sewer (Installed)",,,,,,,,,,,,,,,,,,,,,,,
"$2,175,000","11 PRINCE RUPERT AVENUEToronto (High Park North), Ontario M6P2A8",W10431914,BOSLEY REAL ESTATE LTD.,Brokerage,"103 VANDERHOOF AVENUETORONTO, Ontario M4G2H5",Single Family,House,2.5,1500 - 2000 sqft,High Park North,Freehold,"$7,803.80 (CAD)",Detached Garage,2 days,3,4,1,"Garage door opener remote(s), Dishwasher, Dryer, Garage door opener, Microwave, Refrigerator, Stove, Washer, Window Coverings","Irregular lot size, Lane, Carpet Free, Sump Pump","Canopy, Separate Electricity Meters",Central air conditioning,Forced air (Natural gas),Brick,,,,,1,,1,"Hardwood, Tile, Ceramic, Laminate","Deck, Patio(s), Porch",16.1 x 115 FT,"Apartment in basement, Walk out",N/A (Finished),Semi-detached,,,,,Sanitary sewer,Municipal water,"Park, Public Transit",Fenced yard,"16 ft ,1 in",115 ft,Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$2,165,000","338 ST CLAIR AVENUE EToronto (Rosedale-Moore Park), Ontario M4T1P4",C10433484,ROYAL LEPAGE/J & D DIVISION,Brokerage,"477 MT. PLEASANT ROADTORONTO, Ontario M4S2L9",Single Family,Duplex,2,,Rosedale-Moore Park,,"$10,064.12 (CAD)",Carport,1 day,6,2,,"Dishwasher, Dryer, Refrigerator, Two stoves, Washer",,,Window air conditioner,Hot water radiator heat (Natural gas),"Brick, Stucco",,,,,3,,,Hardwood,,39.92 x 110 FT,,Full (Partially finished),,,,,,Sanitary sewer,Municipal water,,,"39 ft ,11 in",110 ft,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,150,000","112 ANNDALE DRIVEToronto (Willowdale East), Ontario M2N2X4",C10564186,HOMELIFE GOLD PACIFIC REALTY INC.,Brokerage,"3601 VICTORIA PARK AVE #401TORONTO, Ontario M1W3Y3",Single Family,House,1.5,,Willowdale East,Freehold,"$8,182.90 (CAD)",,4 hours,3,3,,"Dishwasher, Dryer, Hood Fan, Microwave, Refrigerator, Stove, Washer",Carpet Free,,Central air conditioning,Forced air (Natural gas),Brick,,,,,4,,1,"Hardwood, Laminate",,50 x 110 FT,Separate entrance,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Park, Public Transit, Schools",,50 ft,110 ft,Concrete,Sewer (Installed),Residential R4,,,,,,,,,,,,,,,,,,,,,,
