,price,address,rooms,room dimensions,room_properties,Status,Type,Style,Size (sq ft),Area,Community,Bedrooms,Bedrooms Plus,Bathrooms,Kitchens,Rooms,Den/Family Room,Patio Terrace,Unit Exposure,Ensuite Laundry,Air Conditioning,Fireplace,Laundry,Pets,Stories,Basement,Elevator,Heating,Exterior,Garage,Parking Designation,Parking Features,Parking Places,Parking Total,Parking Space,Parking Description,Lockers,Locker Quantity,Locker Level,Maintenance,Taxes,Tax Year,Common Elements Included,Heating Included,Hydro Included,Water Included,Amenity,Parcel Number,Cross Street,Municipality District,Condo Corporation,Corporation Number,Property Management,Virtual Tour,Locker Number,Building Insurance Included,Central A/C Included,Parking Included,Transaction Type,Property Type,Attachment,Size (Interior),Ownership,MLS®#,Bedrooms Above Ground,Bedrooms Below Ground,Appliances,Construction Material,Heating Fuel,Cooling,Structure,Total Stories,View,Storage,Fire Protection,Parking Space (B),Parking Space (C),Parking Spaces (Total),Maintenance Fee,Payment Frequency,Water,Land Amenties,Building Amenities,Lot Features,Access,Sewer,Location Description,Pool,Size,Acres,Zoning Description,Video,UFFI,Feature,Age,Assessment,Assesment Year,Rooms Plus,Water supply,Kitchens Plus,Driveway,Covered Parking Places,Tax Legal Description,Fronting On,Frontage,Lot Depth,Lot Size Units,Zoning,Retirement,Taxes Included,Share Percentage,Exterior Features,Parcel of Tied Land,Handicap Equipped,Electricity,Gas,Cable,Telephone,Lot Irregularities,Cable Included,Building Area Total,Building Area Source,RATIO Current Price By Above Grade Finished Area,Area Major,Region,Property Attached,Property Sub Type,Area Minor,Last Modified,Current Price,Survey Type,Common Interest,Postal Code,Full Bathrooms,Inclusions,Above Grade Finished Area Units,Above Grade Finished Area,Above Grade Finished Area Source,Laundry Features,Kitchen Appliances,Patio And Porch Features,Total Bathrooms,Main Level Bathrooms,Main Level Bedrooms,Interior Features,Roof,Construction,Room Kitchen Level,Building Area Units,Kitchens Above Grade,Number Of Rooms Above Grade,Baths Total Rooms,Number Of 4 Piece Bathrooms,Kitchens Total,Beds Above Grade,Driveway Parking,Covered Spaces,Association Fee Frequency,Association,Association Fee Includes,Association Fee,Direction Faces,Directions,Water Source,FarmLandAreaUnits,Frontage Type �,Acres Range,Property Management Company,Condo Corporation Number,Energy Certificate,Green PIS,Open House Date,Open House Start,Open House Finished,Waterfront,Waterfront Features,Shore Allow,Shoreline Exposure,Half Bathrooms,Flooring,Basement Status,Parking Space (A),Community Name,Size Irregular,Depth,Size (Frontage),Additional Monthly Fee,Water Supply,Open House From,Office Area Units,Total Area,Total Area metric,Taxes Type,Utilities,Free Standing,Lot Code,List Price Type,Office Area,Water Body Name,Basement Features,Foundation,Certificate Level,Farm/Agriculture,Retail Area,Retail Area metric,Sprinklers,Business Type,Rail,Chattels Included,Expense Type,Financial Statement,Franchise,Survey,Alternate MLSN umber,Window Features,Number Of 3 Piece Bathrooms,Baths On Level Basement Count,INumber Of 2 Piece Bathrooms,Baths On Level Second Count,Beds On Level Second Count,Number Of Rooms Below Grade,Open Parking Spaces,Attached Garage,Open Parking,Lot Size Dimensions,Doing Business As,Seats,Days Open,Number of Employees,Llbo,Outside Storage,Percent Building,Soil Test,Area Influence,Com_cn_fee,Ceil Height (ft),Ceiling Height,Crane,Industrial Area,Industrial Area Units,Central Vac,lat,long
10,585000,3001 - 101 Peter Street,"['Living', 'Dining', 'Kitchen', 'Br']","['3.00 x 6.58', '3.00 x 6.58', '3.00 x 6.58', '2.95 x 3.02']","['Laminate, Combined W/Dining, W/O To Balcony', 'Laminate, Combined W/Living', 'B/I Appliances, Quartz Counter, Backsplash', 'Laminate, Closet, Window']",Sale,Condo Apt,Apartment,500-599,Toronto,Waterfront Communities C1,1.0,,1.0,1.0,4.0,N,Open,N,Y,Central Air,N,Ensuite,Restrict,30.0,,Y,Forced Air,Concrete,,,,0.0,0.0,,,Owned,108.0,2,421.25,2567.9,2024.0,Y,Y,,Y,Party/Meeting Room,,Peter/Adelaide,Toronto C01,TSCC,2416.0,Icon Property Management 416-236-7979,https://www.winsold.com/tour/378779,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Library,6-10,,,,,,,,,,,,,Residential,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6476832,-79.3925457
11,850000,144 Strathnairn Avenue,[],[],[],Sale,Detached,1 1/2 Storey,,Toronto,Beechborough-Greenbrook,3.0,1.0,2.0,1.0,8.0,N,,,,,N,,,,Sep Entrance,N,Forced Air,Alum Siding,Attached,,,4.0,5.0,,,,,,,4505.61,2024.0,,,,,,103370044.0,eglinton and keele,Toronto W04,,,,https://winsold.com/matterport/embed/378423/9mpfjniueuE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,51-99,,,4.0,Municipal,,Private,1.0,"PT LT 383 PL 1917 TWP OF YORK; LT 384 PL 1917 TWP OF YORK AS IN TB219129; TORONTO (YORK) ,  CITY OF TORONTO",N,52.5,119.5,Feet,,,,,Brick,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6968398,-79.47104
12,1099900,137 Dean Park Road,[],[],[],Sale,Detached,2-Storey,,Toronto,Rouge E11,4.0,1.0,4.0,1.0,10.0,Y,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Alum Siding,Attached,,,4.0,6.0,,,,,,,3598.0,2024.0,,,,,,,Meadowvale/North of Hwy 401,Toronto E11,,,,https://unbranded.mediatours.ca/property/137-dean-park-road-scarborough/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,1.0,Municipal,1.0,Pvt Double,2.0,PLAN M1767 W PT LOT 30 RP 66R10936 PART 1,N,40.71,110.12,Feet,,,,,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8016835,-79.17557169999999
13,1650000,228 Westmoreland Avenue,"['Living', 'Dining', 'Kitchen', 'Den', 'Br', 'Living', 'Dining', 'Br', 'Br', 'Kitchen', 'Office']","['3.72 x 5.94', '2.62 x 5.52', '2.62 x 5.52', '2.77 x 2.96', '2.77 x 3.01', '3.08 x 3.32', '2.50 x 3.68', '2.47 x 5.12', '3.08 x 4.12', '2.40 x 3.40', '2.80 x 6.01']","['Open Concept, Combined W/Dining, Large Window', 'Combined W/Living, Combined W/Kitchen, Large Window', 'Combined W/Dining, Large Window', 'Separate Rm, French Doors, Closet', 'Closet, Window', 'Hardwood Floor, Combined W/Dining', 'Hardwood Floor, Separate Rm, Window', 'Hardwood Floor, Window', 'Hardwood Floor, Window', 'Ceramic Floor, Tile Floor, W/O To Deck', 'Hardwood Floor, 2 Pc Ensuite, Separate Rm']",Sale,Detached,2-Storey,2000-2500,Toronto,Dovercourt-Wallace Emerson-Junction,3.0,1.0,3.0,2.0,11.0,N,,,,Central Air,N,,,,Unfinished,,Forced Air,Brick,Detached,,,1.0,2.0,,,,,,,5715.16,2024.0,,,,,,,Dovercourt/Hallam/Dupont,Toronto W02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,No,Park,100+,,,,Municipal,,,1.0,PT LT 28-29 BLK LPL 622,E,22.7,70.85,Feet,R2 706,N,,,,,N,Y,Y,Y,Y,Corner Property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6667719,-79.4330598
14,623887,807 - 2772 Keele St Street,"['Dining', 'Living', '2nd Br', 'Bathroom', 'Kitchen', 'Breakfast', 'Prim Bdrm', 'Bathroom', 'Foyer']","['3.34 x 3.20', '3.34 x 2.45', '2.72 x 2.85', 'N/A', '2.30 x 2.53', '2.30 x 2.11', '3.11 x 3.91', 'N/A', '1.45 x 1.20']","['Laminate, Combined W/Living', 'W/O To Balcony', 'Window, Closet', 'Tile Floor, 3 Pc Bath', 'Quartz Counter, Separate Rm, Stainless Steel Appl', 'Combined W/Kitchen, South View', 'W/O To Balcony, W/I Closet, Laminate', '3 Pc Ensuite', 'Tile Floor']",Sale,Condo Apt,Apartment,900-999,Toronto,Downsview-Roding-CFB,2.0,,2.0,1.0,10.0,N,Open,Se,Y,Central Air,N,Ensuite,Restrict,8.0,,N,Forced Air,Brick,Underground,Owned,,0.0,2.0,30.0,A,Owned,,A,854.59,2567.88,2024.0,Y,Y,,Y,Visitor Parking,128790113.0,KEELE ST & HWY 401,Toronto W05,TSCC,1879.0,PAPAK Management Services Inc.,,73.0,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Library,,,,,,,,,,,,,,,N,Y,,,,N,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.72761939999999,-79.4825908
15,1399000,344 - 21 Dale Avenue,"['Foyer', 'Living', 'Dining', 'Kitchen', 'Breakfast', 'Prim Bdrm', '2nd Br', 'Den']","['1.88 x 2.74', '4.27 x 6.83', '4.27 x 6.83', '2.13 x 3.05', '2.46 x 3.43', '3.56 x 5.00', '3.40 x 3.99', '3.15 x 3.99']","['Double Closet, 3 Pc Bath, Hardwood Floor', 'Combined W/Dining, Open Concept, Hardwood Floor', 'Combined W/Living, O/Looks Pool, Hardwood Floor', 'Stainless Steel Appl, Renovated, Breakfast Area', 'W/O To Balcony, Open Concept, Hardwood Floor', '3 Pc Ensuite, W/O To Balcony, W/I Closet', 'Double Closet, O/Looks Pool, Hardwood Floor', 'O/Looks Dining, O/Looks Garden, Hardwood Floor']",Sale,Co-Op Apt,Apartment,1400-1599,Toronto,Rosedale-Moore Park,2.0,1.0,2.0,1.0,6.0,Y,Open,Sw,Y,Central Air,N,Ensuite,Restrict,3.0,,,Forced Air,Brick,Underground,Rental,Private,1.0,1.0,,,Exclusive,,,2449.13,0.0,2024.0,Y,Y,,Y,,,Dale Ave & Castle Frank Rd,Toronto C09,,0.0,Crossbridge Condo Services,www.21dale.org,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,15.0,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6737772,-79.3711653
16,544000,14 - 30 Meadowglen Place Place,[],[],[],Active,,1 Storey/Apt,,,,1.0,,,,6.0,,,,,,,,Restricted,,,,Forced Air,,Yes,,,,,1.0,,,,,,,,,,,,"BBQs Permitted,  Concierge,  Fitness Center,  Game Room,  Media Room,  Playground,  Pool,  Roof Deck",768080045.0,,,Yes,,,,,,,,Sale,Residential,,,,,,,,,,Central Air,,,,,,,,,,,,,,"Urban,  Cul-De-Sac,  Dog Park,  Near Golf Course,  Highway Access,  Hospital,  Park,  Public Transit,  Schools,  Shopping Nearby",,Sewer (Municipal),,,,,,,,,,,,,,,,1.0,,,,,,/,,,,,,,,,,,,,710.0,Builder,766.19718,TE09 - Toronto East,Toronto,Yes,Condo/Apt Unit,Woburn,2024-11-26T18:21:16.655Z,544000.0,,Condominium,M1G 0A6,2.0,"Dishwasher, Dryer, Refrigerator, Stove, Washer",Square Feet,710.0,Builder,In-Suite,"Dishwasher,  Dryer,  Refrigerator,  Stove,  Washer",Open,2.0,2.0,1.0,Auto Garage Door Remote(s),Flat,"Brick Veneer,  Block",Main,Square Feet,1.0,6.0,2.0,2.0,1.0,1.0,,1.0,Monthly,Yes,"Insurance, Building Maintenance, Central Air Conditioning, Common Elements, Maintenance Grounds, Heat, Parking, Trash, Property Management Fees, Water",531.96,West,Markham Rd / Ellesmere Rd,Municipal,Square Feet,East,Not Applicable,R.A.B Management,TSCC 2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7746779,-79.2305336
17,1389000,754 Adelaide Street W,"['Living', 'Dining', 'Kitchen', 'Br', '2nd Br', '3rd Br', '4th Br']","['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']","['Hardwood Floor', 'Hardwood Floor', 'W/O To Yard', 'Hardwood Floor, Large Closet, Large Window', 'Hardwood Floor', 'Hardwood Floor', 'Hardwood Floor']",Sale,Att/Row/Twnhouse,2 1/2 Storey,1100-1500,Toronto,Niagara,3.0,1.0,2.0,1.0,8.0,N,,,,Central Air,N,,,,Finished,,Fan Coil,Brick,,,,0.0,0.0,,,,,,,4943.0,2023.0,,,,,,212430287.0,Adelaide & Niagara,Toronto C01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,100+,,,,Municipal,,,0.0,PT LT 97-98 PL 148 TORONTO AS IN CA645059; CITY OF TORONTO,N,12.08,90.75,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6442731,-79.40837239999999
18,1499000,136 Anthony Road,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Kitchen', 'Breakfast', 'Rec', 'Furnace', 'Utility']","['3.39 x 4.78', '2.58 x 3.41', '3.10 x 3.15', '3.04 x 4.54', '2.60 x 3.52', '2.60 x 3.49', '3.15 x 3.17', '3.12 x 3.75', '3.25 x 4.35', '3.37 x 6.56', '3.35 x 4.76', '4.69 x 4.83']","['Hardwood Floor, Crown Moulding, Bay Window', 'Hardwood Floor, Crown Moulding, Window', 'Ceramic Floor, Ceramic Back Splash, Breakfast Bar', 'Hardwood Floor, His/Hers Closets, Window', 'Hardwood Floor, B/I Closet, Window', 'Hardwood Floor, B/I Closet, Window', 'Ceramic Floor, Separate Rm, Window', 'Linoleum, Open Concept, Above Grade Window', 'Linoleum, Combined W/Kitchen, Family Size Kitchen', 'Linoleum, Separate Rm, Above Grade Window', 'Linoleum, Separate Rm, Above Grade Window', 'Partly Finished, Concrete Floor, Access To Garage']",Sale,Detached,Bungalow,,Toronto,Downsview-Roding-CFB,4.0,0.0,2.0,1.0,7.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Stucco/Plaster,Attached,,,4.0,6.0,,,,,,,5085.71,2024.0,,,,,,102350184.0,West of Dufferin st/South of Wilson ave,Toronto W05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,Indoor,,,,,,,,,,4.0,Municipal,1.0,Pvt Double,2.0,"LT 64 PL 3829 NORTH YORK; TORONTO (N YORK) ,  CITY OF TORONTO.",N,52.0,115.0,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7281791,-79.4708639
19,899000,1405 - 32 Davenport Road,"['Living', 'Kitchen', 'Prim Bdrm', '2nd Br', 'Bathroom', 'Bathroom']","['3.12 x 4.90', '3.00 x 3.68', '2.82 x 2.23', '2.74 x 2.87', '2.00 x 2.60', '2.00 x 2.60']","['Window Flr to Ceil, Laminate, Open Concept', 'Open Concept, Laminate, B/I Appliances', 'Window Flr to Ceil, 4 Pc Bath, Closet', 'Closet, Laminate', '4 Pc Bath, Ceramic Floor', '4 Pc Ensuite, Ceramic Floor']",Sale,Condo Apt,Apartment,800-899,Toronto,Annex,2.0,,2.0,1.0,6.0,N,Open,E,Y,Central Air,N,Ensuite,Restrict,14.0,,Y,Forced Air,Concrete,Underground,Owned,Undergrnd,1.0,1.0,3.0,P4,,,,877.64,5271.68,2024.0,Y,Y,Y,Y,Games Room,,Bay St and Davenport Rd,Toronto C02,PSCC,2451.0,ICON PROPERTY MANAGEMENT,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park,6-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.67327179999999,-79.3898897
20,1449000,410 - 8 Manor Road W,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br']","['3.41 x 3.11', '2.74 x 2.47', '3.26 x 4.51', '3.47 x 3.05', '2.68 x 3.05']","['Combined W/Dining, Laminate', 'Combined W/Living, Laminate', 'Open Concept, Laminate', 'Laminate', '']",Sale,Condo Apt,Apartment,900-999,Toronto,Yonge-Eglinton,2.0,,1.0,1.0,5.0,N,Terr,S,Y,Central Air,N,Ensuite,Restrict,7.0,,,Heat Pump,Brick,Built-In,Owned,Undergrnd,1.0,1.0,,,Owned,,,695.0,0.0,2024.0,Y,,,,Rooftop Deck/Garden,,Yonge & Eglinton,Toronto C03,,0.0,Crossbridge,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park,New,,,,,,,,,,,,,,,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.702526,-79.3974695
21,619900,3711 - 2221 Yonge Street,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', 'Bathroom', 'Laundry']","['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']","['Laminate, Open Concept', 'Laminate, Combined W/Living', 'Stainless Steel Appl, Quartz Counter', 'Laminate, W/I Closet', '4 Pc Bath, Circular Rm', 'Tile Floor']",Sale,Condo Apt,Apartment,600-699,Toronto,Mount Pleasant West,1.0,1.0,1.0,1.0,4.0,N,Open,N,Y,Central Air,N,Ensuite,N,37.0,,Y,Forced Air,Metal/Side,,,,0.0,0.0,,,,,,497.8,1876.0,2024.0,Y,Y,,Y,Visitor Parking,768540509.0,Yonge St & Eglinton Ave East,Toronto C10,TSCP,2854.0,Berkley Property Management 905-763-7436,https://youtu.be/su6QLVmmB54,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Transit,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7060642,-79.3977203
22,5400000,36 Ava Road,[],[],[],Sale,Detached,3-Storey,,Toronto,Forest Hill South,6.0,2.0,7.0,1.0,10.0,Y,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Brick,Detached,,,2.0,3.0,,,,,,,14970.99,2024.0,,,,,,211770243.0,East of Bathurst St. South of Eglinton Ave,Toronto C03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,Inground,,,,,,,,,,,Municipal,,Private,1.0,PLAN 2509 PT LOT D PT LOT E,N,48.0,125.0,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6978936,-79.42139329999999
23,4898000,5 Cranleigh Court,"['Foyer', 'Living', 'Dining', 'Kitchen', 'Breakfast', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br', 'Rec']","['3.25 x 8.84', '3.71 x 4.98', '3.33 x 4.57', '3.96 x 8.10', '3.96 x 8.10', '4.04 x 7.06', '5.84 x 8.16', '3.76 x 4.29', '3.43 x 5.44', '5.00 x 5.77', '3.35 x 4.37', '6.83 x 7.92']","['Porcelain Floor, Double Closet, 2 Pc Bath', 'Hardwood Floor, Fireplace, O/Looks Frontyard', 'Hardwood Floor, Pot Lights', 'Centre Island, B/I Appliances, Backsplash', 'Pot Lights, Hardwood Floor, Combined W/Kitchen', 'Fireplace, B/I Bookcase, W/O To Deck', 'Fireplace, B/I Closet, 5 Pc Ensuite', 'Hardwood Floor, Closet Organizers, 4 Pc Ensuite', 'Hardwood Floor, Closet Organizers, O/Looks Frontyard', 'W/O To Garden, Hardwood Floor, Closet', 'Hardwood Floor, Closet, Window', 'Pot Lights, Fireplace, Walk-Up']",Sale,Detached,Sidesplit 4,,Toronto,Edenbridge-Humber Valley,5.0,1.0,6.0,1.0,15.0,Y,,,,Central Air,Y,,,,Walk-Up,,Forced Air,Stone,Built-In,,,6.0,8.0,,,,,,,14656.0,2024.0,,,,,,74800054.0,Islington/The Kingsway,Toronto W08,,,,https://www.lb3dvirtual.com/tour/377938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,Inground,,,,,,,,,,,Municipal,1.0,Pvt Double,2.0,"LT 53,  PL 4394 ; ETOBICOKE ,  CITY OF TORONTO",W,60.0,185.0,Feet,,,,,Stucco/Plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.54125,-2.4252577
24,1164000,3 Minho Boulevard,"['Foyer', 'Living', 'Dining', 'Kitchen', 'Breakfast', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec', '2nd Br', 'Bathroom']","['1.36 x 1.47', '3.52 x 6.96', '3.89 x 6.95', '3.36 x 4.90', '3.36 x 4.90', '3.97 x 4.90', '2.39 x 4.29', '2.40 x 3.24', '3.63 x 4.78', '3.02 x 4.77', 'N/A']","['Tile Floor, Double Closet', 'Hardwood Floor, Pot Lights, Bay Window', 'Hardwood Floor, Pot Lights, Open Concept', 'Tile Floor, Centre Island, Walk-Out', 'Tile Floor, Walk-Out', 'W/I Closet, Broadloom, Bay Window', 'Double Closet, Broadloom, Window', 'Double Closet, Broadloom, Window', 'Above Grade Window, Combined W/Br', 'Open Concept', 'Tile Floor']",Sale,Semi-Detached,2-Storey,,Toronto,Wychwood,3.0,1.0,3.0,1.0,7.0,N,,,,Central Air,N,,,,Finished,,Forced Air,Brick,Attached,,,0.0,1.0,,,,,,,6079.96,2024.0,,,,,,,Ossington & Davenport Rd,Toronto C02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Park,,,,2.0,Municipal,,Lane,1.0,"PCL 55-4 SEC A197Y; PT LT 55 PL 197Y TORONTO; PT LT 56 PL 197Y TORONTO PT 44,  66R18345; T/W A ROW OVER PARTS 3,  7,  10 AND 12,  66R17747,  AS IN E255721; S/T E255721; TORONTO ,  CITY OF TORONTO",E,19.0,80.22,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.67214329999999,-79.427955
25,1499000,196 Lawrence Avenue,"['Dining', 'Living', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec', 'Laundry']","['6.02 x 4.29', '6.02 x 4.29', '2.69 x 2.90', '4.01 x 3.20', '3.84 x 2.57', '2.67 x 2.46', '6.48 x 4.57', '3.37 x 2.13']","['Large Window, Combined W/Living', 'Fireplace, Combined W/Dining', 'Open Concept, W/O To Yard', 'Hardwood Floor, W/I Closet', 'Hardwood Floor, W/I Closet', 'Hardwood Floor, Window', '', '']",Sale,Semi-Detached,2-Storey,,Toronto,Lawrence Park South,3.0,,3.0,1.0,7.0,Y,,,,Central Air,Y,,,,Finished,N,Forced Air,Brick,Detached,,,1.0,2.0,,,,,,,5507.72,2024.0,,,,,,,Avenue Rd & Lawrence Ave W,Toronto C04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Hospital,,,,,Municipal,,Available,1.0,PT LT 623 PL 1645 TORONTO AS IN CA382389; T/W & S/,N,21.75,106.0,Feet,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6066712,-73.7320779
26,799000,74 Mare Crescent,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Rec']","['3.23 x 6.10', '3.23 x 6.10', '2.52 x 5.20', '4.03 x 4.05', '2.62 x 6.30', '3.00 x 4.85', '2.32 x 3.90', '3.34 x 6.00', '2.22 x 2.92']","['Vinyl Floor', 'Vinyl Floor, Combined W/Living', 'Vinyl Floor', 'Vinyl Floor, 4 Pc Ensuite, W/I Closet', 'Vinyl Floor', 'Vinyl Floor', 'Ceramic Floor', 'Vinyl Floor', '']",Sale,Att/Row/Twnhouse,2-Storey,1100-1500,Toronto,West Humber-Clairville,3.0,1.0,4.0,1.0,8.0,Y,,,,Central Air,N,,,,Finished,N,Forced Air,Brick,Attached,,,1.0,1.0,,,,,,,3404.78,2024.0,,,,,,73711556.0,Hwy 27 & Queens Plate,Toronto W10,,,,https://www.houssmax.ca/showVideo/c5743512/1032469177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,Municipal,,Private,1.0,"CONSOLIDATION OF VARIOUS PROPERTIES PT LOT'S 66 & 67 PL 66M-2338 PT'S 29,  30, 31 & 32 ON 66R-18843,  CITY OF TORONTO...; S/T AS IN E-277280 & E277281...; T/W A RIGHT-OF-WAY OVER PT 28 PL 66R-18843 AS IN E-369672...; S/T A RIGHT-OF-WAY OVER PT 32 PL 66R-1884",N,19.69,91.57,Feet,,,,,,,,Y,Y,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7240326,-79.6036977
