,link,Neighbourhood,address
5150,,Morningside,869 Scarborough Golf Club Road
5151,,East Willowdale,203 Mckee Avenue
5152,,Mount Olive-Silverstone-Jamestown,31 Bulbourne Road
5153,,Kingsview Village-The Westway,2 Delbasso Court
5154,,Oakwood Village,183 Atlas Avenue
5155,,St.Andrew-Windfields,40 Munro Boulevard
5156,,Clanton Park,96 King High Avenue
5157,,High Park-Swansea,277 Indian Road
5159,,Pelmo Park-Humberlea,16 Lockerbie Avenue
5161,,Willowdale West,103 Holcolm Road
5162,,Bendale-Glen Andrew,27 Manorwood Road
5165,,Alderwood,412 Valermo Drive
5166,,North Riverdale,50 Bain Avenue
5168,,South Riverdale,265 Hastings Avenue
5169,,Oakwood Village,739 Vaughan Road
5173,,St.Andrew-Windfields,59 Montressor Drive
5174,,Birchcliffe-Cliffside,84 Blantyre Avenue
5176,,Bedford Park-Nortown,75 Stormont Avenue
5177,,Stonegate-Queensway,90 Stephen Drive
5178,,Cliffcrest,85 Oakridge Drive
5179,,Trinity-Bellwoods,123 Gore Vale Avenue
5181,,Forest Hill South,106 Glenayr Road
5183,,West Hill,11 Janellan Terrace N
5185,,Old East York,174 Gamble Avenue
5186,,Old East York,378 O'connor Drive
5189,,High Park-Swansea,17 High Park Gardens
5190,,Clanton Park,50 King High Avenue
5191,,Mount Pleasant East,188 Keewatin Avenue
5192,,Agincourt South-Malvern West,61 Fulbert Crescent
5193,,Pelmo Park-Humberlea,15 Farnsworth Drive
5194,,Leaside-Bennington,53 Parkhurst Boulevard E
5195,,Lawrence Park South,77 Coldstream Avenue
5196,,Blake-Jones,297 Bain Avenue
5197,,South Riverdale,44 Endean Avenue
5198,,Morningside Heights,34 Loggerhead Grove
5199,,Morningside Heights,34 Loggerhead Grove
5201,,Highland Creek,39 Graybark Crescent
5202,,Oakwood Village,233 Robina Avenue
5203,,Oakridge,35 Kenworthy Avenue
5204,,Mount Pleasant East,198 B Moore Avenue
5205,,Willowridge-Martingrove-Richview,39 Buckley Crescent
5207,,Kennedy Park,39 Century Drive
5208,,East Willowdale,6 Lailey Crescent
5209,,Greenwood-Coxwell,169 Ashdale Avenue
5210,,Bedford Park-Nortown,414 Bedford Park Avenue
5213,,Stonegate-Queensway,9 Avon Park Drive
5214,,Lansing-Westgate,170 Burndale Avenue
5217,,Clairlea-Birchmount,56 Elfreda Boulevard
5218,,Woodbine Corridor,15 Edgewood Grove
5219,,Cliffcrest,195 Phyllis Avenue
5220,,Bedford Park-Nortown,476 Bedford Park Avenue
5221,,Kingsway South,26 Dunedin Drive
5222,,Newtonbrook East,19 Tobruk Crescent
5224,,Rockcliffe-Smythe,60 Bushey Avenue
5225,,Morningside,9 Ivy Green Crescent
5226,,Mount Pleasant East,279 Blythwood Road
5227,,East Willowdale,225 Dunforest Avenue
5228,,Pelmo Park-Humberlea,2800 Weston Road
5230,,Milliken,52 Roxanne Crescent
5232,,Scarborough Village,25 Bellamy Road S
5234,,Willowridge-Martingrove-Richview,16 Arkley Crescent
5236,,Cliffcrest,81 Scarborough Heights Boulevard
5237,,Birchcliffe-Cliffside,79 Natal Avenue
5238,,Maple Leaf,361 Maple Leaf Drive
5239,,Birchcliffe-Cliffside,309 Birchmount Road
5240,,Downsview,130 Calvington Drive
5242,,Rustic,31 Liscombe Road
5243,,East Willowdale,168 Mckee Avenue
5245,,Bendale-Glen Andrew,31 Lesterwood Crescent
5246,,Yorkdale-Glen Park,67 Mcadam Avenue
5247,,Greenwood-Coxwell,16 Coxwell Avenue
5250,,Oakdale-Beverley Heights,20 Mayall Avenue
5252,,Agincourt North,1 Silversted Drive
5255,,Willowdale West,38 Lorraine Drive
5256,,West Hill,53 Satok Terrace
5257,,Milliken,4 Flatwoods Drive
5259,,Danforth,45 Strathmore Boulevard
5260,,Lawrence Park North,336 St Germain Avenue
5261,,Parkwoods-O'Connor Hills,61 Laurentide Drive W
5262,,Dufferin Grove,521 Lansdowne Avenue
5264,,Golfdale-Cedarbrae-Woburn,6 Wortham Drive S
5265,,Black Creek,22 Bimini Crescent
5266,,Bedford Park-Nortown,215 Ridley Boulevard
5268,,Lansing-Westgate,303 Ridley Boulevard
5270,,East Willowdale,223 Byng Avenue
5271,,Rexdale-Kipling,29 Checkendon Drive
5273,,Corso Italia-Davenport,51 Glenholme Avenue
5274,,Bedford Park-Nortown,351 Deloraine Avenue
5275,,Rosedale-Moore Park,165 Roxborough Drive
5278,,St.Andrew-Windfields,49 Rollscourt Drive
5279,,Woodbine-Lumsden,186 Chisholm Avenue
5280,,Caledonia-Fairbank,329 Boon Avenue
5281,,Old East York,850 Cosburn Avenue
5282,,Newtonbrook West,12 Kenton Drive
5284,,Woodbine-Lumsden,201 Gledhill Avenue
5285,,Bridle Path-Sunnybrook-York Mills,52 Sunnydene Crescent
5287,,Downsview,138 Winston Park Boulevard
5288,,Clairlea-Birchmount,442 Pharmacy Avenue W
5289,,West Rouge,339 Rouge Hills Drive
5290,,Islington,57 Meadowbank Road
5292,,Birchcliffe-Cliffside,14 Kildonan Drive
5293,,Alderwood,28 Bellman Avenue
5294,,Agincourt South-Malvern West,19 Donalda Crescent
5295,,Caledonia-Fairbank,533A Mcroberts Avenue
5296,,Bridle Path-Sunnybrook-York Mills,15 Tudor Gate
5297,,Parkwoods-O'Connor Hills,39 Greengrove Crescent
5298,,Wexford/Maryvale,1255 Warden Avenue
5300,,Don Valley Village,19 Dallington Drive
5301,,Caledonia-Fairbank,56 Branstone Road
5302,,Bayview Village,1 & 3 Blithfield Avenue
5303,,Milliken,104 Shady Hollow Drive
5305,,Lawrence Park South,78 Shields Avenue
5307,,Stonegate-Queensway,837 Royal York Road
5308,,Clairlea-Birchmount,24 Leahurst Drive
5310,,Islington,3 Lochway Court
5311,,Woburn North,82 Sedgemount Drive
5312,,St.Andrew-Windfields,101 Old Colony Road
5313,,Broadview North,9 O'connor Drive
5314,,St.Andrew-Windfields,2B Carluke Crescent
5315,,Old East York,592 O'connor Drive
5316,,Steeles,28 Relroy Court
5318,,Clanton Park,110 Mcallister Road
5319,,West Humber-Clairville,36 Tealham Drive
5320,,L'Amoreaux West,83 Corinthian Boulevard
5322,,Malvern West,15 Lighthall Crescent
5323,,Don Valley Village,81 Kingslake Road
5325,,Humber Heights-Westmount,125 Renault Crescent
5326,,Oakwood Village,225 Lauder Avenue
5327,,Eringate-Centennial-West Deane,2 Allonsius Drive
5328,,Alderwood,18 Goa Court
5329,,Newtonbrook West,38 Devondale Avenue
5330,,Etobicoke City Centre,10B Chauncey Avenue
5332,,Keelesdale-Eglinton West,90A Bicknell Avenue
5333,,Weston,15 Justice Gardens
5334,,Playter Estates-Danforth,53 Ferrier Avenue
5335,,Newtonbrook West,369 Patricia Avenue
5336,,Princess-Rosethorn,18 Kipling Grove Court
5338,,Rustic,220 Gracefield Avenue
5340,,York University Heights,411 Murray Ross Parkway
5341,,Malvern East,79 Warwick Castle Court
5342,,Westminster-Branson,5 Stonedene Boulevard
5343,,Bedford Park-Nortown,22 Carmichael Avenue
5346,,Bayview Village,1 Blithfield Avenue
5347,,Hillcrest Village,129 Clansman Boulevard
5348,,Stonegate-Queensway,71 Riverwood Parkway
5349,,Alderwood,17 Bisset Avenue
5350,,Downsview,279 Reiner Road
5353,,Caledonia-Fairbank,498 Caledonia Road
5354,,Kennedy Park,850 Danforth Road
5355,,Willowdale West,6 Wallbridge Court
5356,,Lawrence Park North,200 Snowdon Avenue
5357,,Bayview Village,3 Blithfield Avenue
5358,,Lansing-Westgate,14 Franklin Avenue
5359,,Black Creek,42 Wilmont Drive
5361,,West Hill,10 Rowallan Drive
5362,,Willowridge-Martingrove-Richview,32 Sabrina Drive
5363,,Mount Olive-Silverstone-Jamestown,49 Orpington Crescent
5364,,Willowridge-Martingrove-Richview,26 Breadner Drive
5366,,Eglinton East,8 Chipper Crescent
5369,,Bayview Village,79 Forest Grove Drive
5370,,Morningside Heights,8 Grackle Trail
5371,,Forest Hill South,228 Dunvegan Road
5372,,Banbury-Don Mills,5 Terrington Court
5373,,South Eglinton-Davisville,65 Soudan Avenue
5374,,Rexdale-Kipling,2476 Islington Avenue
5375,,Eringate-Centennial-West Deane,36 Summerfield Crescent
5376,,Dorset Park,128 Shropshire Drive
5377,,Stonegate-Queensway,11 Ashton Manor
5378,,Etobicoke City Centre,1202 Islington Avenue
5379,,Highland Creek,10 Haida Court
5380,,Newtonbrook East,6 Harnish Crescent
5381,,Woburn North,137 Benleigh Drive
5382,,Yonge-Eglinton,83 Lascelles Boulevard
5383,,Lawrence Park South,79 Chudleigh Avenue
5384,,Willowdale West,38 Bevdale Road
5385,,Willowridge-Martingrove-Richview,69 Ashmount Crescent
5386,,Cliffcrest,89 Cree Avenue
5387,,Agincourt North,3 Myrna Lane
5388,,Centennial Scarborough,4 Tredvalley Grove
5389,,Greenwood-Coxwell,229 Craven Road
5392,,Morningside Heights,4 Muskox Drive
5393,,Lansing-Westgate,165 Armour Boulevard
5394,,Banbury-Don Mills,162 Abbeywood Trail
5396,,Tam O'Shanter-Sullivan,76 Highhill Drive
5397,,Bedford Park-Nortown,425 Cranbrooke Avenue
5398,,Humber Heights-Westmount,681 Scarlett Road
5399,,East Willowdale,208 Holmes Avenue
5400,,Avondale,46 Craigmore Crescent
5401,,Dovercourt Village,540 Gladstone Avenue
5402,,Palmerston-Little Italy,501 Palmerston Boulevard
5403,,Forest Hill South,293 Chaplin Crescent
5404,,Dorset Park,63 Vauxhall Drive
5405,,Birchcliffe-Cliffside,74 Natal Avenue
5406,,Pelmo Park-Humberlea,8 Lovilla Boulevard
5407,,Willowridge-Martingrove-Richview,32 Farley Crescent
5409,,Lansing-Westgate,70 Don River Boulevard
5410,,Weston-Pelham Park,613 Old Weston Road
5411,,Leaside-Bennington,169 Parkhurst Boulevard
5412,,Centennial Scarborough,17 Chapais Crescent
5413,,Yorkdale-Glen Park,61 Dane Avenue
5415,,Bayview Woods-Steeles,59 Covewood Street
5416,,Woodbine-Lumsden,18 Epsom Avenue
5418,,Forest Hill North,8 Park Hill Road
5419,,Woburn North,15 Wantanopa Crescent
5420,,The Beaches,48 Lockwood Road
5421,,Wexford/Maryvale,80 Shandon Drive
5422,,St.Andrew-Windfields,20 Elkpath Avenue
5423,,Islington,132 Meadowbank Road
5424,,Forest Hill South,13 Old Forest Hill Road
5425,,West Hill,127 Weir Crescent
5426,,East Willowdale,258 Byng Avenue E
5427,,Playter Estates-Danforth,21 Cambridge Avenue
5428,,Yorkdale-Glen Park,354 Ranee Avenue
5430,,Parkwoods-O'Connor Hills,7B Clintwood Gate
5431,,York University Heights,149 Sharpecroft Boulevard
5432,,Mount Olive-Silverstone-Jamestown,24 Masseygrove Crescent
5433,,Corso Italia-Davenport,61 Westmount Avenue
5434,,East Willowdale,311 Holmes Avenue
5436,,Centennial Scarborough,3 Langevin Crescent
5437,,Eringate-Centennial-West Deane,76 Dalegrove Crescent
5438,,York University Heights,241 Derrydown Road
5439,,Oakridge,161 August Avenue
5440,,Clairlea-Birchmount,34 North Woodrow Boulevard
5441,,Bathurst Manor,55 Cocksfield Avenue
5442,,Mount Pleasant East,63 Cleveland Street
5443,,Kennedy Park,97 Cleta Drive
5444,,Henry Farm,48 Denver Crescent
5447,,Briar Hill-Belgravia,148 Caledonia Road
5448,,Yorkdale-Glen Park,1082 Glencairn Avenue
5449,,Clairlea-Birchmount,48B Maybourne Avenue
5450,,St.Andrew-Windfields,44 Fifeshire Road
5451,,Clairlea-Birchmount,310 Pharmacy Avenue
5453,,Trinity-Bellwoods,393 Ossington Avenue
5455,,Lansing-Westgate,179 Burndale Avenue
5456,,Humbermede,39 Stanwood Crescent
5458,,St.Andrew-Windfields,189 Old Yonge Street
5462,,Lawrence Park North,100 Roe Avenue
5463,,Casa Loma,240 Russell Hill Road
5464,,Mount Dennis,2 Birch Tree Crescent
5465,,Danforth,244 Strathmore Boulevard
5466,,High Park-Swansea,100 Runnymede Road
5468,,Rockcliffe-Smythe,92 Foxwell Street
5469,,Bendale South,132 Marcos Boulevard
5470,,Newtonbrook East,35 Caswell Drive
5471,,Bayview Woods-Steeles,27 Bluffwood Drive
5473,,Rexdale-Kipling,85 Fordwich Crescent
5474,,Junction Area,150 St Johns Road
5475,,Willowridge-Martingrove-Richview,23 Strathdee Drive
5476,,Mount Olive-Silverstone-Jamestown,39 Langfield Crescent
5477,,Etobicoke City Centre,12 Chauncey Avenue
5478,,Victoria Village,25 Wigmore Drive
5479,,High Park-Swansea,42 High Park Boulevard
5480,,Clanton Park,19 King High Avenue
5481,,Bayview Woods-Steeles,47 Argonne Crescent
5482,,Wexford/Maryvale,21 Freemon Redmon Circle
5483,,Banbury-Don Mills,11 Abbeywood Trail
5484,,Don Valley Village,32 Marowyne Drive
5485,,Guildwood,55 Rowatson Road
5486,,West Humber-Clairville,32 Jeffcoat Drive
5487,,East Willowdale,193 Kingsdale Avenue
5489,,Maple Leaf,43 Battersea Crescent
5490,,Stonegate-Queensway,603 Royal York Road
5492,,Pleasant View,123 Ernest Avenue
5493,,Centennial Scarborough,6415 Kingston Road
5494,,Centennial Scarborough,6405 Kingston Road
5495,,Eringate-Centennial-West Deane,39 Millburn Drive
5496,,Black Creek,43 Tobermory Drive
5498,,Trinity-Bellwoods,22 Shannon Street
5499,,Junction-Wallace Emerson,1218 Dufferin Street
5500,,Clairlea-Birchmount,23 Kingswell Crescent
5501,,Eglinton East,106 Cedar Brae Boulevard
5502,,Guildwood,2 Fordover Drive
5504,,Edenbridge-Humber Valley,3 Edgehill Road
5507,,Malvern East,10 Whispering Willow Pathway
5508,,Islington,35 Prennan Avenue
5509,,St.Andrew-Windfields,114 Lord Seaton Road
5510,,Willowdale West,319 Betty Ann Drive
5511,,Kingsway South,20 Cedarcrest Drive
5512,,Cliffcrest,65 Montvale Drive
5513,,Milliken,37 Roxanne Crescent
5514,,Lambton Baby Point,14 Lessard Avenue
5515,,Keelesdale-Eglinton West,70 Dunraven Drive
5516,,Stonegate-Queensway,110 Prince Edward Drive S
5519,,Bendale South,65 Miramar Crescent
5522,,Bayview Village,15 Citation Drive
5523,,Ionview,812 Kennedy Road
5525,,Morningside,114 Milford Haven Drive
5527,,Alderwood,29 Mitcham Drive
5529,,Wexford/Maryvale,41 Howarth Avenue
5530,,Parkwoods-O'Connor Hills,26 Lia Crescent
5531,,Agincourt South-Malvern West,22 Reidmount Avenue
5533,,Markland Wood,4250 Bloor Street W
5534,,Stonegate-Queensway,6 Bonnyview Drive
5535,,St.Andrew-Windfields,117 Upper Canada Drive
5539,,Bayview Village,85 Clarinda Drive
5540,,Clairlea-Birchmount,116 Presley Avenue
5541,,Willowridge-Martingrove-Richview,2 Ashmount Crescent
5542,,Old East York,333 Woodmount Avenue
5543,,Edenbridge-Humber Valley,17 Strath Humber Court
5544,,Wexford/Maryvale,55 Lilian Drive
5545,,Alderwood,174 Alderbrae Avenue
5546,,Leaside-Bennington,44 Donegall Drive
5550,,Humewood-Cedarvale,115 Dewbourne Avenue
5552,,Stonegate-Queensway,76 Athol Avenue
5553,,Trinity-Bellwoods,899 Dundas Street W
5554,,Cliffcrest,12 Gradwell Drive
5555,,Yonge-Eglinton,678 Oriole Parkway
5556,,Lawrence Park South,19 Hillhurst Boulevard
5557,,Englemount-Lawrence,683 Glencairn Avenue
5558,,West Hill,56 Amiens Road
5559,,Princess-Rosethorn,53 Abilene Drive
5560,,Newtonbrook East,10 Greenyards Drive
5561,,Mimico-Queensway,20 Superior Avenue
5562,,Willowridge-Martingrove-Richview,22 Shortland Crescent
5564,,Agincourt North,57 Roughfield Crescent
5565,,Golfdale-Cedarbrae-Woburn,30 Stevenwood Road
5566,,Old East York,75 Rivercourt Boulevard
5568,,Bayview Woods-Steeles,46 Bruce Farm Drive
5569,,Trinity-Bellwoods,103 Manning Avenue
5570,,Forest Hill South,253 Dunvegan Road
5572,,Newtonbrook West,27 Devondale Avenue
5574,,Pelmo Park-Humberlea,95 Gaydon Avenue
5576,,Etobicoke West Mall,19 Mulgrove Drive
5577,,Downsview,24 Westdale Drive
5578,,Islington,11 Park Manor Drive
5580,,Bayview Village,24 Burleigh Heights Drive
5581,,Birchcliffe-Cliffside,104 Natal Avenue
5583,,Birchcliffe-Cliffside,17A South Woodrow Boulevard
5584,,Stonegate-Queensway,10 Smith Crescent
5585,,Downsview,83 Anthony Road
5587,,York University Heights,164 Derrydown Road
5588,,West Hill,52 Amiens Road
5589,,West Humber-Clairville,8 Attila Court
5591,,Birchcliffe-Cliffside,73 Fishleigh Drive
5592,,Morningside Heights,111 Knowles Drive
5593,,Birchcliffe-Cliffside,42 Fishleigh Drive
5595,,Old East York,383 O'connor Drive
5596,,Oakdale-Beverley Heights,120 Fred Young Drive
5597,,Wexford/Maryvale,46 Shangarry Drive
5598,,Bridle Path-Sunnybrook-York Mills,5 Pembury Avenue
5600,,Rexdale-Kipling,4 Daysland Road
5603,,Birchcliffe-Cliffside,18 Anneke Road
5604,,Bedford Park-Nortown,85 Yonge Boulevard
5606,,Etobicoke City Centre,53 Lynnford Drive
5607,,Long Branch,70 Laburnham Avenue
5608,,Birchcliffe-Cliffside,26 Birchmount Road
5609,,Weston,1652 Jane Street
5610,,Rosedale-Moore Park,82 Chestnut Park Road
5611,,Brookhaven-Amesbury,20 Amesbury Drive
5612,,Kingsview Village-The Westway,32 Windsor Road
5613,,Stonegate-Queensway,21 Kirk Bradden Road W
5614,,Willowdale West,262 Senlac Road
5615,,Wexford/Maryvale,57 Ellington Drive
5616,,Willowridge-Martingrove-Richview,93 Willowridge Road
5617,,Bayview Village,138 Citation Drive
5619,,Morningside Heights,130 Morningview Trail
5620,,Bridle Path-Sunnybrook-York Mills,278 Dawlish Avenue
5622,,Newtonbrook East,926 Willowdale Avenue
5623,,Birchcliffe-Cliffside,36 Craiglee Drive
5624,,Lawrence Park South,170 Strathallan Boulevard
5627,,Newtonbrook West,85 Drewry Avenue
5628,,Newtonbrook West,83 Drewry Avenue
5629,,Oakwood Village,362 Northcliffe Boulevard
5630,,Forest Hill South,101 Dunloe Road
5631,,Alderwood,564 Horner Avenue
5632,,Mount Olive-Silverstone-Jamestown,55 Maryhill Drive
5633,,Kingsview Village-The Westway,114 Saskatoon Drive
5634,,Downsview,40 Stanley Greene Boulevard
5635,,Malvern East,11 Carisbrooke Square
5636,,Alderwood,17 Edilou Drive
5637,,Guildwood,41 Dearham Wood
5638,,Agincourt South-Malvern West,60 Manorglen Crescent
5639,,New Toronto,349 Kipling Avenue
5640,,Henry Farm,23 Quincy Crescent
5641,,Highland Creek,5 Willowlea Drive
5642,,Annex,112 Hazelton Avenue
5645,,Dorset Park,14 Kecala Road
5647,,Wexford/Maryvale,165 Ellesmere Road
5648,,Bridle Path-Sunnybrook-York Mills,32 Brookfield Road
5649,,Rosedale-Moore Park,5 Whitehall Road
5651,,West Humber-Clairville,99 Mercury Road
5652,,East Willowdale,5 Charlemagne Drive
5653,,Mount Pleasant East,149 Sherwood Avenue
5654,,Banbury-Don Mills,7 Merredin Place
5656,,Rockcliffe-Smythe,2C Bexley Crescent
5658,,Cliffcrest,186 Phyllis Avenue
5659,,Beechborough-Greenbrook,174 Strathnairn Avenue
5660,,Bridle Path-Sunnybrook-York Mills,15 York Valley Crescent
5661,,Avondale,313 Sheppard Avenue E
5662,,Moss Park,408 Ontario Street
5663,,Bayview Village,6 Gatehead Road
5664,,Woburn North,45 Pegasus Trail
5665,,Yorkdale-Glen Park,309 Ranee Avenue
5666,,Newtonbrook West,73 William Durie Way
5667,,Kingsway South,32 Cedarcrest Drive
5668,,Clairlea-Birchmount,97 N Woodrow Boulevard
5669,,Agincourt South-Malvern West,1076 Huntingwood Drive
5670,,Mount Olive-Silverstone-Jamestown,40 Minglehaze Drive
5671,,Dorset Park,56 Blaisdale Road
5673,,Wexford/Maryvale,19 Dyson Boulevard
5674,,Banbury-Don Mills,4 Chipstead Road
5675,,Markland Wood,120 Neilson Drive
5676,,West Hill,22 Davis Downs Place
5678,,Lansing-Westgate,247 Johnston Avenue
5679,,Eringate-Centennial-West Deane,50 Faversham Crescent
5681,,Morningside Heights,13 Snowy Owl Way
5682,,Willowdale West,190 Hounslow Avenue
5683,,Weston-Pelham Park,2011 Davenport Road
5684,,Junction Area,2909 Dundas Street W
5686,,Bayview Village,98 Burbank Drive
5689,,East Willowdale,17 Waring Court
5690,,Avondale,62 Craigmore Crescent
5692,,East Willowdale,12 Waring Court
5693,,Thistletown-Beaumond Heights,21 Disan Court
5694,,Yonge-Eglinton,118 Helendale Avenue
5695,,Bendale South,56 Carslake Crescent
5696,,Forest Hill South,463 Spadina Road
5697,,Kingsway South,88 Willingdon Boulevard
5698,,South Riverdale,254 Hastings Avenue
5699,,Mount Dennis,27 Brownville Avenue
5700,,Willowridge-Martingrove-Richview,373 The Westway
5701,,Briar Hill-Belgravia,82 Bowie Avenue
5702,,Rockcliffe-Smythe,54 Batavia Avenue
5703,,Golfdale-Cedarbrae-Woburn,52 Banmoor Boulevard
5704,,Mount Pleasant East,194 Sheldrake Boulevard
5706,,Thistletown-Beaumond Heights,22 Dashwood Crescent
5707,,Birchcliffe-Cliffside,37 Briar Dale Boulevard
5708,,Birchcliffe-Cliffside,1267 Kingston Road
5709,,Islington,75 Ashbourne Drive
5710,,Banbury-Don Mills,97 Post Road
5711,,Long Branch,50 Exmoor Drive
5712,,Rexdale-Kipling,19 Gladsmore Crescent
5714,,St.Andrew-Windfields,195 Upper Canada Drive
5716,,Bedford Park-Nortown,216 Hillhurst Boulevard
5717,,Runnymede-Bloor West Village,503 Windermere Avenue
5718,,Princess-Rosethorn,31 Twyford Road
5719,,Don Valley Village,41 Glentworth Road
5720,,Eglinton East,54 Bimbrok Road
5721,,St.Andrew-Windfields,14 Rollscourt Drive
5722,,Lawrence Park South,185 Dawlish Avenue
5724,,Yonge-Eglinton,78 Castlefield Avenue
5727,,South Riverdale,11 Bertmount Avenue
5729,,Clairlea-Birchmount,149 N Bonnington Avenue
5730,,Rockcliffe-Smythe,118 Northland Avenue
5732,,Greenwood-Coxwell,745 Craven Road
5734,,Bedford Park-Nortown,1 De Vere Gardens
5735,,Weston,1608 Weston Road
5736,,St.Andrew-Windfields,27 Dempsey Crescent
5738,,Dovercourt Village,1007 Ossington Avenue
5739,,St.Andrew-Windfields,237 Old Yonge Street
5740,,Corso Italia-Davenport,123 Greenlaw Avenue
5741,,Lansing-Westgate,14 Tregellis Road
5743,,Humewood-Cedarvale,303 Wychwood Avenue
5744,,Leaside-Bennington,105 Donlea Drive
5745,,Bayview Village,40 Bunty Lane
5746,,Downsview,125 Anthony Road
5753,,Bridle Path-Sunnybrook-York Mills,44 The Bridle Path
5754,,Stonegate-Queensway,175 Prince Edward Drive S
5755,,Bayview Woods-Steeles,26 Bluffwood Drive
5756,,Bridle Path-Sunnybrook-York Mills,19 Hedgewood Road
5757,,Wexford/Maryvale,24 Castille Avenue
5759,,Lambton Baby Point,4047 Old Dundas Street
5760,,Alderwood,45 Enfield Avenue
5761,,Maple Leaf,32 Del Ria Drive
5762,,Newtonbrook East,66 Lloydminster Crescent
5763,,Centennial Scarborough,38 Cockburn Drive
5764,,Caledonia-Fairbank,2100 Dufferin Street
5765,,Bridle Path-Sunnybrook-York Mills,269 St Leonard's Avenue
5768,,Highland Creek,46 Canmore Boulevard
5769,,Lawrence Park North,137 Ranleigh Avenue
5771,,West Rouge,49 Farmhill Court
5772,,Eringate-Centennial-West Deane,12 Elmcrest Road
5773,,Alderwood,294 Valermo Drive
5774,,Yonge-Doris,46 Byng Avenue
5775,,Brookhaven-Amesbury,1 Ridge Point Crescent
5776,,Islington,88 Botfield Avenue
5777,,Princess-Rosethorn,14 Graywood Drive E
5779,,South Eglinton-Davisville,144 Manor Road E
5781,,Yorkdale-Glen Park,102 Stayner Avenue
5782,,Golfdale-Cedarbrae-Woburn,126 Porchester Drive W
5783,,Oakwood Village,295 Oakwood Avenue
5787,,High Park-Swansea,50 South Kingsway
5788,,Edenbridge-Humber Valley,59 Edgevalley Drive
5790,,Mount Pleasant East,1566 Mount Pleasant Road
5791,,Yorkdale-Glen Park,39 Bentworth Avenue
5792,,Agincourt South-Malvern West,33 Agincourt Drive
5793,,Bendale South,59 Hollyhedge Drive
5794,,Casa Loma,101 Russell Hill Road
5795,,Wexford/Maryvale,98 Marble Arch Crescent
5796,,Bendale South,43 Haileybury Drive
5797,,Forest Hill North,4 Old Park Road
5799,,West Hill,134 Manse Road
5800,,Wychwood,78 Winona Drive
5801,,Woburn North,29 Portico Drive
5802,,Brookhaven-Amesbury,21 Pitkin Court
5803,,Forest Hill North,14 Lawnhurst Boulevard
5805,,Bathurst Manor,53 Codsell Avenue
5806,,Pelmo Park-Humberlea,19 Dee Avenue
5807,,St.Andrew-Windfields,218 Owen Boulevard
5808,,Mimico-Queensway,2639 Lake Shore Boulevard W
5809,,Lawrence Park South,198 Strathallan Boulevard
5810,,Mount Pleasant East,690 Merton Street
5811,,Moss Park,234 Seaton Street
5812,,Rockcliffe-Smythe,796 Jane Street
5813,,Princess-Rosethorn,6 Hillavon Drive
5814,,Wexford/Maryvale,86 Marble Arch Crescent
5815,,Humber Summit,38 Larchmere Avenue
5816,,Oakwood Village,259 Oakwood Avenue
5817,,Princess-Rosethorn,81 Sir Williams Lane
5819,,Agincourt North,5 Haven Hill Square
5820,,Thistletown-Beaumond Heights,25 Waltham Drive
5821,,Clanton Park,23 Vinci Crescent
5822,,Birchcliffe-Cliffside,300 Blantyre Avenue
5823,,Willowdale West,1 Abbotsford Road
5825,,Englemount-Lawrence,2 Manor Haven Road
5826,,Yorkdale-Glen Park,1010 Caledonia Road
5827,,Willowridge-Martingrove-Richview,22 Ladbrooke Road
5828,,Newtonbrook West,7 Calderon Crescent
5829,,Morningside,40 Greenock Avenue
5830,,Agincourt North,36 Pebblehill Square
5831,,High Park North,36 Gothic Avenue
5833,,Etobicoke West Mall,9 Mooreshead Drive
5834,,Willowridge-Martingrove-Richview,26 Vanderbrent Crescent
5835,,East Willowdale,403 Longmore Street
5836,,West Hill,11 Valia Road
5838,,Newtonbrook East,367 Cummer Avenue
5839,,Clairlea-Birchmount,19 Stellarton Road
5840,,Oakdale-Beverley Heights,45 Mayall Avenue
5841,,Mount Dennis,53 Buttonwood Avenue
5842,,Banbury-Don Mills,39 Addison Crescent
5843,,Lawrence Park South,115 Glenview Avenue
5845,,Newtonbrook West,257 Patricia Avenue
5846,,Highland Creek,49 Halfmoon Square
5848,,Kennedy Park,100 Foxridge Drive
5850,,Lansing-Westgate,302 Johnston Avenue
5851,,Clanton Park,504 Wilson Heights Boulevard
5853,,Clairlea-Birchmount,434 Pharmacy Avenue
5854,,Islington,27 Prennan Avenue
5855,,Eglinton East,150 Lord Roberts Drive
5856,,Lawrence Park South,227 Lytton Boulevard
5857,,Mimico-Queensway,19 Albani Street
5858,,Forest Hill South,32 Ava Road
5859,,Don Valley Village,9 Lescon Road
5860,,Humber Summit,77 Rowntree Mill Road
5862,,Caledonia-Fairbank,2 Rochdale Avenue
5863,,Bayview Village,37 Geraldton Crescent
5864,,Oakwood Village,388 Oakwood Avenue
5865,,Bridle Path-Sunnybrook-York Mills,91 Donwoods Drive
5866,,Islington,8 Martin Grove Road
5867,,Rosedale-Moore Park,42 Old Bridle Path
5868,,Islington,62 Haliburton Avenue
5869,,Palmerston-Little Italy,689 Dovercourt Road
5870,,Old East York,67 Lesmount Avenue
5872,,Stonegate-Queensway,106 Ballacaine Drive
5873,,Eringate-Centennial-West Deane,16 Embers Drive
5874,,Princess-Rosethorn,38 Ravensbourne Crescent
5877,,West Humber-Clairville,49 Westhumber Boulevard
5878,,Morningside,126 Slan Avenue
5879,,Wexford/Maryvale,30 Samya Court
